1492866114000[,,,,,,]$锦龙股份(SZ000712)$排中小板17位
1480082527000[,,,,,,]锦龙股份强者恒强 福星股份突破箱顶盘面：大盘探底回升，上演日内反转行情。盘面上，权重股一度分化回撤，而中小创率先探底拉升。随着午后证券股的拉升，市场继续走强保持震荡格局；消息上，深交所表示不支持亏损或业绩大幅下滑公司高送转，深港通12月用户日正式开能。后市：警惕高开冲高回落。操作：周一跳空高开可逢高减仓，回落后逢低可逐步加仓，重点关注央企改革、一带一路标的。此外，近期回落的中小创中质地优良标的，可考虑逐步接回。股海阅马场：锦龙股份强势上涨。中信国安底部盘整。福星股份突破箱顶。天宝股份开始反弹。更多资讯请关注微信公众号 guhailiaowangzhe
1480082460000[,,,,,,]深交所股份编号    股票名称000001    平安银行000002    万科A000005    世纪星源000006    深振业A000009    中国宝安000010    美丽生态000012    南玻A000016    深康佳A000018    神州长城000021    深科技000027    深圳能源000028    国药一致000029    深深房A000030    富奥股份000031    中粮地产000035    中国天楹000036    华联控股000039    中集集团000042    中洲控股000043    中航地产000046    泛海控股000049    德赛电池000050    深天马A000058    深赛格000059    华锦股份000060    中金岭南000061    农产品000062    深圳华强000063    中兴通讯000065    北方国际000066    长城电脑000068    华控赛格000069    华侨城A000070    特发信息000078    海王生物000088    盐田港000089    深圳机场000090    天健集团000096    广聚能源000099    中信海直000100    TCL 集团000150    宜华健康000151    中成股份000156    华数传媒000157    中联重科000158    常山股份000166    申万宏源000301    东方市场000333    美的集团000338    潍柴动力000400    许继电气000401    冀东水泥000402    金融街000410    渖阳机床000413    东旭光电000415    渤海金控000417    合肥百货000418    小天鹅A000422    湖北宜化000423    东阿阿胶000425    徐工机械000426    兴业矿业000428    华天酒店000488    晨鸣纸业000498    山东路桥000501    鄂武商A000503    海虹控股000506    中润资源000513    丽珠集团000514    渝开发000516    国际医学000517    荣安地产000518    四环生物000519    江南红箭000523    广州浪奇000525    红太阳000528    柳工000531    穗恒运A000532    力合股份000533    万家乐000536    华映科技000538    云南白药000539    粤电力A000540    中天城投000541    佛山照明000543    皖能电力000547    航太发展000550    江铃汽车000552    靖远煤电000555    神州信息000558    莱茵体育000559    万向钱潮000561    烽火电子000563    陕国投A000564    西安民生000566    海南海药000568    泸州老窖000572    海马汽车000576    广东甘化000581    威孚高科000582    北部湾港000584    友利控股000585    东北电气000587    金洲慈航000591    太阳能000592    平潭发展000596    古井贡酒000598    兴蓉环境000600    建投能源000601    韶能股份000603    盛达矿业000607    华媒控股000612    焦作万方000616    海航投资000620    新华联000623    吉林敖东000625    长安汽车000627    天茂集团000630    铜陵有色000631    顺发恒业000636    风华高科000650    仁和药业000651    格力电器000652    泰达股份000656    金科股份000657    中钨高新000661    长春高新000665    湖北广电000666    经纬纺机000667    美好置业000669    金鸿能源000671    阳光城000673    当代东方000676    智度股份000680    山推股份000681    视觉中国000683    远兴能源000685    中山公用000686    东北证券000687    华讯方舟000688    建新矿业000690    宝新能源000697    炼石有色000700    模塑科技000701    厦门信达000703    恒逸石化000709    河钢股份000712    锦龙股份000718    苏宁环球000719    大地传媒000720    新能泰山000722    湖南发展000725    京东方A000726    鲁泰A000727    华东科技000728    国元证券000729    燕京啤酒000732    泰禾集团000733    振华科技000735    罗牛山000738    中航动控000739    普洛药业000748    长城资讯000750    国海证券000751    锌业股份000756    新华製药000758    中色股份000760    斯太尔000761    本钢板材000762    西藏矿业000766    通化金马000767    漳泽电力000768    中航飞机000776    广发证券000777    中核科技000778    新兴铸管000782    美达股份000783    长江证券000786    北新建材000792    盐湖股份000793    华闻传媒000796    凯撒旅游000797    中国武夷000800    一汽轿车000801    四川九洲000802    北京文化000806    银河生物000807    云铝股份000810    创维数字000815    美利云000816    智慧农业000819    岳阳兴长000821    京山轻机000825    太钢不鏽000826    启迪桑德000828    东莞控股000829    天音控股000830    鲁西化工000837    秦川机床000839    中信国安000848    承德露露000850    华茂股份000851    高鸿股份000852    石化机械000858    五粮液000860    顺鑫农业000861    海印股份000863    三湘印象000869    张裕A000875    吉电股份000876    新希望000877    天山股份000878    云南铜业000882    华联股份000883    湖北能源000887    中鼎股份000888    峨眉山A000889    茂业通信000893    东凌国际000895    双汇发展000897    津滨发展000898    鞍钢股份000900    现代投资000901    航太科技000902    新洋丰000908    景峰医药000910    大亚圣象000917    电广传媒000918    嘉凯城000919    金陵药业000920    南方汇通000921    海信科龙000922    佳电股份000926    福星股份000928    中钢国际000930    中粮生化000931    中关村000932    华菱钢铁000936    华西股份000937    冀中能源000938    紫光股份000939    凯迪生态000957    中通客车000958    东方能源000959    首钢股份000960    锡业股份000961    中南建设000963    华东医药000966    长源电力000969    安泰科技000970    中科三环000971    高升控股000973    佛塑科技000975    银泰资源000977    浪潮资讯000979    中弘股份000982    中银绒业000983    西山煤电000987    越秀金控000988    华工科技000989    九芝堂000990    诚志股份000997    新大陆000998    隆平高科000999    华润三九001696    宗申动力001979    招商蛇口002001    新和成002002    鸿达兴业002004    华邦健康002005    德豪润达002007    华兰生物002008    大族镭射002010    传化股份002011    盾安环境002013    中航机电002016    世荣兆业002018    华信国际002019    亿帆医药002020    京新药业002021    中捷资源002022    科华生物002023    海特高新002024    苏甯云商002025    航太电器002027    分众传媒002028    思源电气002029    七匹狼002030    达安基因002031    巨轮智能002032    苏泊尔002036    联创电子002037    久联发展002038    双鹭药业002041    登海种业002042    华孚色纺002043    兔宝宝002045    国光电器002047    宝鹰股份002048    宁波华翔002049    紫光国芯002050    三花股份002051    中工国际002052    同洲电子002055    得润电子002056    横店东磁002063    远光软体002064    华峰氨纶002065    东华软体002067    景兴纸业002070    众和股份002071    长城影视002073    软控股份002074    国轩高科002075    沙钢股份002078    太阳纸业002079    苏州固锝002080    中材科技002081    金螳螂002083    孚日股份002085    万丰奥威002086    东方海洋002089    新海宜002090    金智科技002091    江苏国泰002092    中泰化学002093    国脉科技002094    青岛金王002095    生意宝002097    山河智能002099    海翔药业002100    天康生物002104    恒宝股份002106    莱宝高科002107    沃华医药002108    沧州明珠002111    威海广泰002117    东港股份002118    紫鑫药业002121    科陆电子002122    天马股份002123    梦网荣信002127    南极电商002128    露天煤业002129    中环股份002130    沃尔核材002131    利欧股份002135    东南网架002137    麦达数字002138    顺络电子002140    东华科技002142    宁波银行002143    印纪传媒002145    中核钛白002146    荣盛发展002151    北斗星通002152    广电运通002153    石基信息002154    报喜鸟002155    湖南黄金002156    通富微电002157    正邦科技002161    远望穀002168    深圳惠程002170    芭田股份002171    楚江新材002172    澳洋科技002174    游族网路002175    东方网路002176    江特电机002177    御银股份002178    延华智能002179    中航光电002180    艾派克002181    粤传媒002183    怡亚通002184    海得控制002185    华天科技002189    利达光电002190    成飞集成002191    劲嘉股份002192    融捷股份002194    武汉凡穀002195    二三四五002197    证通电子002202    金风科技002203    海亮股份002204    大连重工002206    海利得002210    飞马国际002215    诺普信002216    三全食品002217    合力泰002221    东华能源002223    鱼跃医疗002224    三力士002226    江南化工002227    奥特迅002229    鸿博股份002230    科大讯飞002232    启明信息002233    塔牌集团002236    大华股份002237    恒邦股份002238    天威视讯002239    奥特佳002241    歌尔股份002242    九阳股份002244    滨江集团002245    澳洋顺昌002249    大洋电机002250    联化科技002251    步步高002252    上海莱士002253    川大智胜002254    泰和新材002256    兆新股份002260    德奥通航002261    拓维信息002262    恩华药业002263    大东南002266    浙富控股002267    陕天然气002268    卫士通002269    美邦服饰002271    东方雨虹002273    水晶光电002274    华昌化工002275    桂林三金002276    万马股份002277    友阿股份002279    久其软体002280    联络互动002281    光迅科技002283    天润曲轴002284    亚太股份002285    世联行002287    奇正藏药002288    超华科技002292    奥飞娱乐002293    罗莱生活002294    信立泰002296    辉煌科技002298    中电鑫龙002299    圣农发展002301    齐心集团002302    西部建设002303    美盈森002304    洋河股份002305    南国置业002308    威创股份002309    中利科技002310    东方园林002311    海大集团002312    三泰控股002314    南山控股002315    焦点科技002317    众生药业002318    久立特材002320    海峡股份002322    理工环科002324    普利特002325    洪涛股份002326    永太科技002327    富安娜002329    皇氏集团002332    仙据製药002334    英威腾002335    科华恒盛002338    奥普光电002339    积成电子002340    格林美002342    巨力索具002343    慈文传媒002344    海甯皮城002345    潮宏基002348    高乐股份002349    精华製药002353    杰瑞股份002354    天神娱乐002355    兴民智通002358    森源电气002364    中恒电气002366    台海核电002367    康力电梯002368    太极股份002371    七星电子002372    伟星新材002373    千方科技002375    亚厦股份002376    新北洋002378    章源钨业002383    合众思壮002384    东山精密002385    大北农002387    黑牛食品002389    南洋科技002390    信邦製药002392    北京利尔002393    力生製药002396    星网锐捷002399    海普瑞002400    省广股份002405    四维图新002407    多氟多002408    齐翔腾达002410    广联达002411    必康股份002413    雷科防务002414    高德红外002415    海康威视002416    爱施德002418    康盛股份002419    天虹商场002421    达实智能002422    科伦药业002424    贵州百灵002425    凯撒文化002426    胜利精密002428    云南锗业002429    兆驰股份002431    棕榈股份002432    九安医疗002433    太安堂002434    万里扬002436    兴森科技002437    誉衡药业002439    启明星辰002440    闰土股份002441    众业达002443    金洲管道002444    巨星科技002445    中南文化002446    盛路通信002447    一桥股份002448    中原内配002449    国星光电002450    康得新002454    松芝股份002456    欧菲光002458    益生股份002460    赣锋锂业002461    珠江啤酒002462    嘉事堂002463    沪电股份002464    金利科技002465    海格通信002466    天齐锂业002467    二六三002468    艾迪西002470    金正大002471    中超控股002474    榕基软体002475    立讯精密002477    雏鹰农牧002479    富春环保002480    新筑股份002481    双塔食品002482    广田集团002484    江海股份002488    金固股份002489    浙江永强002490    山东墨龙002491    通鼎互联002493    荣盛石化002494    华斯股份002496    辉丰股份002497    雅化集团002498    汉缆股份002500    山西证券002501    利源精製002502    骅威文化002503    搜于特002504    弘高创意002505    大康农业002508    老板电器002509    天广中茂002512    达华智能002516    旷达科技002517    恺英网路002518    科士达002519    银河电子002522    浙江众成002527    新时达002528    英飞拓002531    天顺风能002538    司尔特002539    云图控股002540    亚太科技002542    中化岩土002544    杰赛科技002546    新联电子002547    春兴精工002550    千红製药002551    尚荣医疗002554    惠博普002555    三七互娱002556    辉隆股份002557    洽洽食品002563    森马服饰002564    天沃科技002568    百润股份002570    贝因美002572    索菲亚002573    清新环境002574    明牌珠宝002577    雷柏科技002581    未名医药002583    海能达002586    围海股份002588    史坦莱002589    瑞康医药002590    万安科技002594    比亚迪002595    豪迈科技002596    海南瑞泽002600    江粉磁材002601    佰利联002602    世纪华通002603    以岭药业002605    姚记扑克002609    捷顺科技002610    爱康科技002612    朗姿股份002614    蒙发利002618    丹邦科技002622    融钰集团002624    完美世界002625    龙生股份002626    金达威002630    华西能源002631    德尔未来002635    安洁科技002636    金安国纪002638    勤上光电002640    跨境通002642    荣之联002643    万润股份002646    青青稞酒002649    博彦科技002650    加加食品002651    利君股份002653    海思科002655    共达电声002657    中科金财002658    雪迪龙002662    京威股份002663    普邦园林002664    信质电机002665    首航节能002668    奥马电器002672    东江环保002673    西部证券002675    东诚药业002678    珠江钢琴002681    奋达科技002690    美亚光电002697    红旗连锁002698    博实股份002699    美盛文化002701    奥瑞金002702    海欣食品002703    浙江世宝002707    众信旅游002709    天赐材料002711    欧浦智网002714    牧原股份002717    岭南园林002721    金一文化002727    一心堂002736    国信证券002737    葵花药业002739    万达院线002741    光华科技002745    木林森002751    易尚展示002752    昇兴股份002773    康弘药业300001    特锐德300002    神州泰岳300003    乐普医疗300004    南风股份300005    探路者300006    莱美药业300007    汉威电子300009    安科生物300010    立思辰300011    鼎汉技术300012    华测检测300014    亿纬锂能300015    爱尔眼科300016    北陆药业300017    网宿科技300020    银江股份300024    机器人300025    华星创业300026    红日药业300027    华谊兄弟300031    宝通科技300032    金龙机电300033    同花顺300034    钢研高纳300036    超图软体300037    新宙邦300039    上海凯宝300043    星辉娱乐300045    华力创通300047    天源迪科300049    福瑞股份300051    三五互联300052    中青宝300053    欧比特300054    鼎龙股份300055    万邦达300057    万顺股份300058    蓝色光标300059    东方财富300064    豫金刚石300065    海兰信300066    三川智慧300068    南都电源300070    碧水源300071    华谊嘉信300072    三聚环保300074    华平股份300075    数字政通300077    国民技术300078    思创医惠300079    数码视讯300081    恒信移动300083    劲胜精密300085    银之杰300088    长信科技300090    盛运环保300096    易联众300098    高新兴300100    双林股份300101    振芯科技300104    乐视网300109    新开源300110    华仁药业300111    向日葵300113    顺网科技300115    长盈精密300118    东方日升300122    智飞生物300124    汇川技术300128    锦富新材300131    英唐智控300133    华策影视300134    大富科技300136    信维通信300142    沃森生物300144    宋城演艺300145    中金环境300146    汤臣倍健300147    香雪製药300148    天舟文化300150    世纪瑞尔300151    昌红科技300152    科融环境300155    安居宝300156    神雾环保300157    恒泰艾普300159    新研股份300160    秀强股份300166    东方国信300168    万达信息300170    汉得信息300171    东富龙300177    中海达300178    腾邦国际300181    佐力药业300182    捷成股份300183    东软载波300185    通裕重工300187    永清环保300188    美亚柏科300189    神农基因300191    潜能恒信300197    铁汉生态300199    翰宇药业300202    聚龙股份300203    聚光科技300204    舒泰神300205    天喻信息300207    欣旺达300212    易华录300215    电科院300216    千山药机300222    科大智能300224    正海磁材300226    上海钢联300228    富瑞特装300229    拓尔思300231    银信科技300238    冠昊生物300244    迪安诊断300245    天玑科技300248    新开普300251    光线传媒300252    金信诺300253    卫甯健康300255    常山药业300257    开山股份300262    巴安水务300263    隆华节能300266    兴源环境300267    尔康製药300269    联建光电300271    华宇软体300272    开能环保300273    和佳股份300274    阳光电源300276    三丰智能300284    苏交科300287    飞利信300288    朗玛信息300289    利德曼300291    华录百纳300292    吴通控股300294    博雅生物300295    三六五网300296    利亚德300297    蓝盾股份300298    三诺生物300300    汉鼎宇佑300302    同有科技300303    聚飞光电300307    慈星股份300310    宜通世纪300311    任子行300314    大卫医疗300315    掌趣科技300316    晶盛机电300322    硕贝德300324    旋极信息300329    海伦钢琴300332    天壕环境300333    兆日科技300336    新文化300337    银邦股份300339    润和软体300347    泰格医药300348    长亮科技300351    永贵电器300352    北信源300353    东土科技300355    蒙草生态300359    全通教育300363    博腾股份300364    中文线上300367    东方网力300368    汇金股份300369    绿盟科技300373    扬杰科技300376    易事特300377    赢时胜300378    鼎捷软体300379    东方通300383    光环新网300386    飞天诚信300392    腾信股份300397    天和防务300406    九强生物300408    三环集团300413    快乐购300418    昆仑万维300431    暴风集团300433    蓝思科技300439    美康生物300443    金雷风电300451    创业软体300458    全志科技300459    金科娱乐300463    迈克生物300467    迅游科技300485    赛升药业300494    盛天网路300496    中科创达300498    温氏股份 
1480082383000[,,,,,,]今日A股下探回升。上证涨0.62%，深综涨0.39%，创业板涨0.97%。两市1460家个股上涨，1227家个股下跌，涨跌中位数为平盘无涨跌。剔除连板新股，共计21家个股涨停，3家个股跌停。银行地产拉抬指数。北京银行（601169）涨3.21%。建设银行（601939）涨3.15%。南京银行（601009）涨2.73%。首开股份（600376）早盘涨停后回落，收盘涨5.79%。招商蛇口（001979）早盘涨逾8%，收盘涨3.83%。金地集团（600383）早盘涨逾7%，收盘涨1.54%。钢铁股涨幅居前。三钢闽光（002110）今日涨9.32%，本周涨逾50%。柳钢股份（601003）今日涨4.19%，本周涨逾30%。新钢股份（600782）涨5.71%。安阳钢铁（600569）涨5.19%。*ST韶钢（000717）涨停。*ST八钢涨4.85%几近涨停。高送转云意电气（300304）10送28，两连一字板。山东华鹏（603021）早盘涨停后开板回落，收盘涨2.56%。次新股中富通（300560）T字涨停。贝达药业（300558）换手逾50%，T字涨停。川金诺（300505）、安记食品（603696）、今天国际（300532）午后涨停。全信股份（300447）两连板。通合科技（300491）二连板创历史新高。井神股份（603299）昨日涨停，今日跌9.9%几近跌停。参股券商华资实业（600191）叠加国内糖价上涨利好，开盘瞬间涨停。华鑫股份（600621）四连一字板。吉林敖东（000623）昨天涨停，今日涨5.58%，本周涨逾30%。锦龙股份（000712）昨日涨停，今日涨5.25%，本周涨逾20%。东莞控股（000828）跌0.78%。亚泰集团（600881）跌1.32%。并购重组方面，南洋科技（002389）拟31.5亿并购进军无人机产业，两连一字板。新疆城建（600545）拟定增收购方式获卓朗智能100%股权，六连一字板。三江购物（600116）定增+股权转让引入阿里系，五连一字板。上海科技（600608）摘帽且终止重组复牌，早盘封板。熊猫金控（600599）尾盘涨停，本周涨逾35%。格力电器（000651）今日再涨3.22%，本周涨逾20%。跌幅榜居前柘中股份（002346）继昨日厚报再度跌停。引力传媒（603598）跌停。宝色股份（300402）跌9.01%，近3日下跌26%。宝塔实业（000595）昨日涨停，今日跌8.62%。$华业资本(SH600240)$$熊猫金控(SH600599)$$南洋科技(SZ002389)$
1480081584000[,,,,,,]《行情在分歧中上行》大盘一个奇怪的V型走势，是洗盘吸筹还是仓位切换？没有仔细研究，搞不清楚。盘后就出了深港通12月5日开通的消息。看来主力是有备而战。除了开板次新、送转预期次新，几乎没什么热点。保险、钢铁、房地产护盘拉升。券商到最后一小时才有所反应。周末两天要好好复牌，做好深港通开通前的准备。一旦有行情也好踏准节奏，不能只赚指数。本周是打板族的冬天，被闷是大概率。看来要多几种战法。不知是不是主流玩法也要切换了。观察几周再说吧。1、开板次新：理工光科+中富通+贝达药业（后者流通市值有些大，前两者好一些）2、送转预期次新：川金诺+今天国际+全信股份+安记食品（封板都不够坚决）3、短庄股：通合科技+熊猫金控（温州帮的股，分时走势就能看出，追高谨慎）4、参股券商：华资实业+锦龙股份（600191叠加糖价上涨）5、举牌：吉林敖东+音飞储存弱势最好玩低吸，今天指数虽然是上涨的，但市场情绪是弱的。今天打板了华资实业，低吸了富森美、思美传媒、万里石，当日不是同一个账户。
1480080979000[,,,,,,]反身性理论确实解释了这一波井神的走势。简单概括，就是投资者出于自己的理解，来预期市场走势。但同时参与到市场中，也改变了这个走势的预期。说的很有道理。我预测到了昨天的反包走势，但没预测到今天的跌停，影响今天走势的不是你我，我们只是和游资想到一块去了，而且是昨天早上想到一起的人太多了，在市场发现井神模仿的是神石，那么这个预期就已经被打破，昨天的那个板有逻辑，是市场合力的结果，但这个合力有点太过着急，有点情绪失控导致了，如果昨天早盘震荡，下午待游资走后再突然拉到涨停，也许板上抛压就没那么大，昨天板上抛压大，是因为前天被套的游资，在早盘看到反包后，自然而然就不卖了，导致昨天的板上换手太多，游资获得的筹码太多。一日游厉害，终究敌不过手上掌握着大量筹码的长线投资者，相信除了前天的游资，昨天板上出货出的还有一批长线投资者。神石、神井、还有上海凤凰的走势完美的诠释了几日市场合力的景象，如果不是停牌，凤凰的走势一定比神石好，神石的走势不可复制，市场的预期一次次被提前打破，神石是打破上攻的预期，让人看着羡慕，实际的热度并不是太大。而神井则有点太过火热了。太急了，还是太急了，着急打炮，上完了，发现不过如此，还留下来一身的空虚感。还是那句话，好姑娘，上要趁早，昨天早盘5个点开盘为什么不买？看到涨到5个点了，都跟疯了似的。昨天上错了，那今天必然是水深火热，那么还有一句话，上错了，认错也要趁早，都等着反弹，最后只有一起死。神井我上错了吗？没有，只是上的时间晚了，上的时间晚了也就算了，还tm的认错晚了。另外，还有一个套路，叫明修栈道，暗渡陈仓，但是昨天也说了，到底是市场合力的结果更好，还是主力联手打造的走势更好呢，发现都不是，神井因为上的人太多变神经了， 则是因为前面的游资琐仓，板上被狂砸，实在可恶，今天板上出货的那叫一个爽啊。另外，自己约的泡含泪也要打完。周一关注：  的参股券商的概念，以及上海科技看着也不错。记得好姑娘，要上要趁早；形势不对了，下床也要趁早。
1480080421000[,,,,,,]$锦龙股份(SZ000712)$ 重大利好消息，锦龙下周一涨停，妥妥的。东莞证券预计ipo时间提前一个月。本来排名55提升10位，至46位。同时今天晚上又发了三家，实际排名43。预估4-5月，应该能提前上市。@沈潜
1480079231000[,,,,,,]2016.11. 25收盘小结：盘后本人净资产为47.6万，比建帐日(2015年3月11日）增长8%，比上个交易日 +0. 4%。因外部投资，少量资金陆续回笼中，目前可用资金25万。昨天收盘持仓如下：凯瑞德 2.8 万                             武昌鱼 1.7万仓位合计：4.5万 ---25 %仓位今天收盘持仓如下：凯瑞德     2.8 万                               武昌鱼     1.7万煤炭b    3.7w银泰资源       3.5万金岭矿业     3.1万仓位合计：14.8万 ---90%仓位今天的操作：指导方针：高抛低吸。--------------------------------------------------------------------------------------------------------------------今天的盘面是总涨跌比是1：1。2800个股票涨幅3%以上的193个！跌幅3%以上的80个！-------说明个股分化，分化弱于昨天。------------------------------------------ ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------理工光科(SZ300557)等等仨股开板都回封了 。 丰元股份(SZ002805)等等多股大跌。 继续关注，注意风险 。  宝塔实业隔天大涨大跌，多股收跌，受监管压力，今年的炒作可能不如从前，注意选股。 、 四川神马 连续大暴跌。 继续重点关注，前期参与资金众多，其他版块熄火时他们应有表现 。参股券商的 吉林敖东(SZ000623) 大涨，  可以关注！！但是期货市场火爆，继续关注期货走势，  今天走势一般， 驰宏锌锗继续关注。 板块要重点关注！ ， 领涨，但是板块没有涨停的，后市存疑。------------- --------------------------------------------------------------------------------------------------持仓个股意淫：超跌短期博个反弹。，上升通道面临突破，短期看能否上攻。，受益大宗商品涨价，这些天一直都在屡创新高，写到这里，期货夜盘开了，铅领涨！其他表现不错，
1480078828000[,,,,,,]$锦龙股份(SZ000712)$$国元证券(SZ000728)$深港通重叠深股通标的
1480077744000[,,,,,,]  今日沪指报3261.94点，涨0.62%，深证报11036.53，涨0.63 创业板报2167.53点，涨0.97%。两市个股层面分化严重，多股跌停，权重股等小范围个股尾盘拉升。成交量方面，两市昨日成6337亿，今日两市合计成交6124亿，继续缩量。                                                       异动板块： 高送转异动股票：点 评   ： 高送转板块，目前还是挺强势，大家还是可以多多关注有高送转预期的股票，已经公布消息的那些，还是建议不要追了。 异动板块：参股券商异动股票：点 评   ：参股券商这个板块今天再次强势，今天的龙头，华资实业走势非常平稳，现在的换手率也不高，后面还有空间，可以重点关注。 异动板块：钢铁板块异动股票：点 评   ：今天钢铁板块再次走强，这个板块的很多股票目前已经走上了加速上涨的空间，还在底部的股票接下来应该还会涨，现在国家还鼓励钢铁企业重组，所以钢铁板块还有想象的空间。 异动板块：房地产板块异动股票：点 评   ：房地产板块今年很大的功劳是万科带动的，现在回来起来这个板块今年的涨幅真心不少，像招商蛇口后面启动的现在的走势也很不错，可以关注。     
1480071441000[,,,,,,]今天发了这个月工资，买了两手锦龙股份，打算拿到东莞证券上市。。。满手所谓成长股亏成狗，感觉目前这个市值还是下有安全边际，上有涨幅超预期空间的，看看能不能找回点慰藉
1480068002000[,,,,,,] 20161125早盘集合竞价结束后，三大指数微微低开，上证综指跌0.02%，深圳成指跌0.01%，创业板指跌0.03%。两市共866只个股上涨，1388只个股下跌，30只个股涨停（包括24只新股）,无涨幅在6%-9%之间个股，32只个股涨幅超5%，40只个股涨幅超3%，3只个股跌幅超5%，13只个股跌幅超3%，*ST烯碳跌停。板块方面，有色、交运设备、稀土、参股券商等板块涨幅居前，石油、次新股、服装纺织等板块跌幅居前。就开盘情况来看，市场各方情绪仍然略微偏悲观。早上开盘，结合昨日的消息面和热点板块来看，举牌概念吉林敖东（+5.49%）、音飞储存（+5.07%）、中国建筑（+2.10%）等高开；低估值蓝筹股格力电器、上汽集团微微高开，伊利股份平开，葛洲坝微微低开；高送转如意电气继续涨停开盘，优博讯微微高开，山东华鹏（-1.33%）、东音股份（-1.70）小幅低开；参股券商概念锦龙股份（+4.45%）、华资实业（+4.77%）高开，东莞控股微微低开；白糖南宁糖业、贵糖股份微微高开；举牌概念吉林敖东、音飞储存等开盘小幅冲高后回落，丽江旅游、金路集团等小幅冲高后回落；银行、房地产开盘震荡上行，北京银行、建设银行、南京银行宁波银行等涨逾2%，房地产首开股份冲击涨停，招商蛇口涨逾8%，保利地产涨逾4%；航空中航机电涨逾3%，高送转山东华鹏冲击涨停，优博讯、瑞和股份小幅拉升；临近十点，银行、房地产大幅回落，证券、保险、煤炭等权重板块纷纷放量下挫，中国人寿跌近3%，格力电器跌逾3.8%，中信银行由涨逾2%转跌逾1%，两市资金大幅流出，沪指净流出达128亿，深成指净流出达208亿；随后证券、保险、建筑等板块缓慢震荡回升，银行、房地产继续震荡上行，创业板出现异动，乐视网、暴风集团小幅拉升涨逾3%后回落，十点半，创业板万达信息直线拉升冲击涨停，创业软件、卫宁健康、朗玛信息等大幅拉升涨超4%，创业板指强势翻红，期间创投概念鲁信创投大幅拉升涨逾7%，钱江水利小幅上涨；次新股川环科技、雄帝科技、和科达等纷纷震荡翻红；临近中午收盘，建筑、钢铁两个权重板块翻红。截止上午收盘，沪指跌0.13%，资金净流出105.6亿；深成指涨0.03%，资金净流出153.0亿；创业板指涨0.58%，资金净流出18.11亿。两市共833只个股上涨，1878只个股下跌，59只个股涨幅超5%，118只个股涨幅超3%，18只个股跌幅超5%，103只个股跌幅超3%。板块方面，国产软件（+1.55%）、房地产、银行、多元金融等板块涨幅居前，服装家纺（-1.44%）、有色（-1.05%）、保险（-1.02%）等板块跌幅居前。午后，保险、证券、有色等板块在低位震荡，房地产板块小幅回落，银行板块继续缓慢上行；次新股继续走强，今天国际涨停，同益股份、雄帝科技、达志科技等集体震荡上扬，海顺新材、全志科技、奇信股份等潜在高送转个股也纷纷走高。临近两点，证券板块出现异动，长江证券直线拉升涨逾3%，招商证券等拉升翻红，多元金融熊猫金控、中航资本小幅拉升涨逾5%；建筑、钢铁、银行继续震荡上行，北京银行、建设银行涨逾3%，宝钢股份涨逾2%，武钢股份、鞍钢股份涨逾3%，中国铁建大幅拉升涨逾6%，中国中国建筑涨逾3%。临近收盘，证券、保险、煤炭等纷纷翻红，中国平安、工商银行、中国石油、中国铁建等权重股放量拉升。截止收盘，沪指涨0.62%，资金净流出入13.49亿；深成指涨0.63%，资金净流出46.35亿；创业板指涨0.97%，资金净流入18.55亿，两市总成交额6644.6亿，成交量较前一交易日小幅增加。两市共1460只个股收涨，43只个股涨停，其中自然涨停17只（其中沪市18只，深市25只，包括新股23只，次新股及高送转9只，参股券商2只，ST股3只），85只个股涨幅超5%，195只个股涨幅超3%；1227只个股收跌，23只个股跌幅超5%，79只个股跌幅超3%，*ST稀碳、引力传媒、柘中股份共3只个股跌停。板块方面，多元金融（+2.36%）、国产软件（+2.24）、海外工程（+2.19%）、钢铁（+1.60%）、银行（+1.29%）等板块涨幅居前，草甘膦、黄金概念、稀缺资源等板块跌幅居前。沪股通全天净流入17.65亿。    两市早盘整体上延续了近期的弱势格局，沪指早盘在银行、房地产两个板块的带领下小幅上攻，开盘20分钟，银行、房地产大幅回落，证券等权重板块集体走低，沪指大幅跳水跌破5日，10日均线，此时，深成指跌1.25%，一度下探30日均线，创业板跌超1%，再次创下近10个交易日新低，随后权重板块缓慢企稳反弹，沪指及深成指缓慢上行，跌幅缓慢收窄，午后两点在建筑板块中字头个股及银行、钢铁等权重板块的带领下继续上行收光头阳线，逼近前天创下的近期新高，沪指周K线创下7连阳，而创业板指早盘下挫后在万达信息等个股的带领下十点半左右大幅拉升翻红，随后震荡上行直至收盘。整体来看，早盘三大指数下挫后，创业板指的反弹力度明显强于沪指及深成指，结束了近两个交易日的弱势局面。权重股中银行、房地产、建筑、钢铁表现较为强势，其中建设银行、工商银行放量上涨创出近期新高，而保险、证券、煤炭直至尾盘才勉强翻红。盘面上，热点不多，昨天表现较好的服装纺织今天出现回调，一日游行情，参股券商概念出现了明显分化，仅有吉林敖东、华资实业、锦龙股份等部分个股表现较好，国盛金控、爱建集团等则出现了明显回调。低估值蓝筹股上汽集团、伊利股份、葛洲坝、同仁堂等未能延续昨日的强势，出现了明显分化。除了权重板块，今天整体表现较好的主要是一带一路概念及国产软件，国产软件板块尽管未有个股出现涨停，但形成了较为明显的板块效应。从资金流动的角度来看，银行、建筑、房地产分别净流入28.12亿、17.09亿、11.16亿，有色、化工、纺织服饰分别净流出29.90亿、17.72亿、11.42亿。   
