1492819187000[,,,,,,]//:我刚打赏了这个帖子 ¥1，也推荐给你。
1492516235000[,,,,,,]关于雄安行情的思考1、华夏幸福之前GJD出货，第二天成交了224亿天量，以及后面两天的走势来看，整个雄安板块炒作结束。所有反弹都是出货机会。A股接盘侠多，韭菜多，不至于天天暴跌，但是总体还是会跌。参考中车复牌天量成交的走势。2、5000点消灭了新韭菜，侥幸逃脱的老韭菜这次栽倒在雄安题材上，什么超越自贸区概念，什么2到5倍的涨幅，什么千年大计，什么上海深圳雄安，什么无脑买入猛干雄安，历史总会重复，但是不会简单重复，人多的地方不要去，你只是别人的对手盘。如果只是参考历史就能赚钱，为啥还会有人亏钱？行情会有反复，但转折点已经到了，所有反弹都是出货机会。3、ZJH做了有史以来最正确的决定，及时干预次新股炒作，高送转炒作，雄安炒作，以及后续还会出现的各种题材炒作，避免缺乏基本面的恶性炒作割韭菜的事件。韭菜割得越少，新股才能发的越多。碗里就那么多米，你少吃一口，我就多了一口。4、机构永远是散户的对手盘，底部是机构买出来的，顶部是机构卖出来的，散户会幻想越涨越高，而机构会看数据，看接盘侠够不够多，华夏幸福224亿的接盘量，机构出得真是痛快。5、散户看的是K线、均线、趋势线这种百年的久经考验的正确但不赚钱炒股技术，而机构的研发团队一方面对宏观微观进行研究，另一方面不断投入研发以散户为对手盘的量化交易技术，好比拿着步枪和拿着核武器的人比赛，实力相差悬殊，一定是弱者被屠宰。怎么交易才能规避如此大的风险？1、高位满仓被套滋味非常不好受，右侧交易追涨，追到最后满仓被套，怎么办？高位放量震荡一定要小心，高位放量巨阴直接清仓，看不清楚减仓一半，行情转折点到了不要再留幻想直接清仓。或者启用H333攻略，大涨卖出三分之一，暴跌买入三分之一，直到转折点。2、看事实，看数据，不幻想，不麻木，不把头埋进沙子等等看。一等，4个点没有了，在等，10点没有了，还等就被套了，再等发现已经深套了。3、看清楚炒作逻辑，看清楚资金的动态，别相信任何猜测、鬼话、历史和经验。从来就没有一条上帝指定的成功之道，历史从来就不会简单重复，小仓位多次尝试，试探水温，不断修正。4、别真的相信了题材，比如曾今很好的重庆乙肝疫苗，乐视超级汽车，贾跃亭是最优秀的企业家，乐视未来千亿美金市值，超级电视超越所有电视台，VR革命性技术，量子通信颠覆一切，人工智能风暴。相信可以，但别真的套在里面了。围观下雄安牛股。 
1492516136000[,,,,,,]数据整理自 天天龙虎榜,每天16:30左右更新龙虎榜数据，统计分析查询游资的持仓情况，大佬的当天的交易动向、持仓情况一览无余。实时听盘：让你更专心关注关注个股数据，同时可以实时听到大V们的实时解盘和个股异动提示）更多精彩内容，请关注公众号：“天天龙虎榜”获取更多即时龙虎榜信息企业基本面的话，两位   已经谈的很到位了。想从市场博弈的角度来聊一下 以下是根据天天龙虎榜查询的主力持仓情况,雄安会不会就此倒下，千年大计你说半个月就这样草草收场，相信大家都不会信。第一波由于预期过于一致，导致了类新股连续一字版的走势，对大多数人来说赚钱效应其实并不怎么好。大多数人在等的是这波退潮平静后，第二波入手的机会。如果说第一波是大家热血澎湃撸起袖子干，那第二波是冷静之后趋于理性的投机。毕竟是炒题材，如果硬说成是夹头怕被喷死。。。关于建材还是土地，对于造一座新城来说钢筋水泥的量是可以计算衡量的，水泥跟钢铁受区域半径限制比价明确，其他建材可以全关范围招标收益标的并不是那么明显。对于千年大计总不可能坐地涨价，所以主要收益于相当一段时间内的销量增加。对于土地来说，增值是最为直白的，对于北京，天津，雄安的三角区域内，跟比较成熟的长三角做个对比，如果说苏州、杭州的房价是上海的一半。那京三角大多地方的价格只有北京的一到两成。所以理性的说随着雄安的建设未来京三角内房价翻翻是大概率事件，只不过现在由于年后的一波上涨，预期被调控跟限购强硬的压制下来了。所以相应区域内的土地价值重估，是确定性仅次于建材，但天花板高于建材的。需要注意的是不是雄安的土地重估，那个地方是要搞共产主义的，是京三角区域内的土地价值重估。所以说今后雄安是给公家住的，周边的联排是给土豪住的，而三角区域内的产业导入人口居住需求才是最大的增量刚需。关于王文学，对于资本市场来说，是一个四层结构：散户、庄家、财阀，赵家人。村长这次打的是庄家，坑的是散户。而对于更高层的财阀，没有上层的默许，村长是不好随便乱动的。就好像万宝之争，背后是站台的赵家在重新圈划地盘，华润，姚老板，深铁。只有当上面定夺好了，村长才敢出来骂妖精，给市场报个信。华夏王老板应该算是初露锋芒的财阀，足球(都知道这是个烧钱的活，有来无回，但爸爸们还是乐此不疲的投身其中)、PPP(第一单的资产证券化在这个金融监管趋紧的大背景下落户一家民企)、产业新城特色小镇(上面最想要的城镇化出路)，每每都精准契合了政策的节奏，猜测背后隐约是赵家的身影吧。此段纯属八卦，看过路过。。。。。。关于是不是48元   的中石油，雄安出世前市场对华夏的估值差不多在12/13PE左右，大量机构预测17年EPS在3元左右，以之前的PE来看在36~39之间。由此可见此处的争夺不无道理，只不过一周完成了一年的涨幅。现在的价格不贵但也谈不上便宜。关于华夏估值的核心，是把他看成纯房地产股还是产业园区股。对比纯房地产股在房地产大周期拐点的背景下，大量内房估值10倍以下，相对华夏高了50%；而相对产业园区完全可以给到20倍乃至30倍的估值，相对华夏又低了50%。所以现在的市场给了一个混合体的估值，而对于其天平要倒向哪里，还要看华夏的产业新城业绩逐步兑现。所以是一个风险与机会并存的情况，而雄安的腾空出世让天平更多的倒向了机会的一段。如果说什么时候研报跟媒体一致以产业园区来给华夏估值，大概也就到了退出的时候了。毫无疑问，华夏是直接受益于雄安的核心。相当于板块的中军，好比混改的联通，带路的中建。但无疑最大的短板是盘子太大，一月解禁的3亿股定增盘，国家队手上的1.3亿股，加上原先持仓的基金散户，差不多有5亿股的盘子砸了出来而造就了220亿的天量。今天的中阴是预期之中的，38元一线反复争夺，尾盘顶着跳水的压力站稳了38元，当然明天势必还会有反复。筹码分布情况，48元200亿套牢盘高高在上，昨天40元上下有30~40亿资金还手，今天均价39元70亿成交量。大股东持有60%多加上一些死忠估计70%的筹码是锁定的，以平均1200的市值估算，三成的流通筹码360亿，接近换手一遍。短期需要更多的换手来隔断下方的真空区间，200亿的套牢盘对于场外资金始终是一把悬在空中的达摩克里斯之剑。向上只有两种可能可以冲破，一直大资金直接封板封杀流动性，造成一致看多预期，估计资金量需要100亿以上，不太可能出现，除非有什么特大利好爆出，比如参与雄安规划；再有就是充分震荡盘整，拉高平均持仓成本，重新提高锁仓度，而主导这种行情的可能不会是快进快出的游资，而是看好雄安板块的私募与机构，龙虎榜上两个机构席位的买入，没看错的话整个雄安板块仅此一家，未来的走势参考联通。当然短线也有可能被情绪左右，下探到35/6附近，但鉴于大盘已破3200，距离生命线半年线不到10点的距离。村长这次打压雄安，开始引发民怨(可见村长重来不是好干的差事)，半年线郭嘉队势必要守住，否则又像刚哥来个4.0的人为股灾，村长的一切努力都白费了。所以大盘需要雄安，经过几天的调整板块指数已落到10日线附近，有反弹的需求。最后关于操作，中线建议耐心持有，雄安不会就此倒下。如果仓位过重的话会很难受。短线可以选择做T降低成本。。。我不知道那些山顶上打板的一线游资割了没，但肯定的是他们不会束手待毙，做T降低持仓成本也是其惯用的手法。说白了这个价位的华夏不算是价值投资，最多只能算是价值投机。。。风险跟机会并存，对于雄安的旗手，有时需要一点信仰，一点运气。。。希望能等到再次幸福的那天
1492515791000[,,,,,,]$华夏幸福(SH600340)$ 和华为战略合作智慧城市值几个板？
1492515707000[,,,,,,]$华夏幸福(SH600340)$  开始薅羊毛了吗？不知道多少人登上了末班车。
1492515683000[,,,,,,]//: 雄安新区的投资机遇不同于浦东新区等，因为那地方几乎是白纸一块，正真有土地储备的几乎没有，包括华夏幸福，所以所谓的新区概念仅仅是个大的题材，而给上市公司的影响也是个普惠的，没有一家企业真正的得到巨大的收益！这个是最关键的，抄抄就行了，千万别当真！
1492515594000[,,,,,,]我说过啊这是普惠啊，建设一个新区几乎所有产业链都得益！但体现在业绩上可真的没多少！//:回复:雄安新区的投资机遇不同于浦东新区等，因为那地方几乎是白纸一块，正真有土地储备的几乎没有，包括华夏幸福，所以所谓的新区概念仅仅是个大的题材，而给上市公司的影响也是个普惠的，没有一家企业真正的得到巨大的收益！这个是最关键的，抄抄就行了，千万别当真！
1492515451000[,,,,,,]$华夏幸福(SH600340)$明日市场预测：近期市场可谓多事之秋，特别是周末已经让投资者闻风丧胆，周末管理层时不时的会出台相关的监管措施。结合本周市场的连续重磅利空，以及市场的连续破位，预计明日市场的走势理论上不是很理想。短期行情判断：最近两周内来看，股指起始于3295点，便一路下跌，特别是上周五、本周一和周二，股指连续三根阴线的下杀，致使股指暴跌，个股的表现更是哀鸿遍野，多日个股封死在跌停板位置，百股跌停的局面接连上演，不仅有市场的因素，也有认为的因素，可谓是多事之秋。从市场的趋势来看，MA指标已经再度出现转向，空头趋势已经非常明显，并且股指也已经形成破位走势；从技术分析来看，各项指标均拐头向下，似乎也看不到技术上转向的迹象。短期股指重要的支撑，即3200点整数关口已经被跌破，主要观察明后两个交易日是否是有效的跌破，一旦股指有效跌破3200点整数关口，大概率上股指会向3000点整数关口迈进；如果股指在3200点整数关口能支撑，则市场短期内还是有望形成第二春，但是目前市场的热点非常稀少，管理层又采取高压政策，股指第二春的概率不大。
1492515349000[,,,,,,]易选股新增买卖点提示功能，关注易选股微信公众号（微信搜索“易选股”或“estockapp”)每日查看触发“买点”的优选个股，希望多给我们反馈~ 前几天大盘还气势如虹地冲击3300，转眼间A股已连续三日回调，往下看可以直接想象3150了都。截至今日收盘，沪指报3196.71点，下跌0.76%，3个交易日下跌2.42%。创业板指跌1.07%，再创本轮调整新低，3日下跌3.26%。 市场热点极度匮乏，唯一表现算相对不错的都是家电以及白酒类防守板块，而前期大热的雄安、军工概念表现均不尽人意。市场资金对板块的选择更是说明大家对走势的判断。春季攻势或已进入尾声，市场顶部风险逐渐显现，尤其是中小创指数压力更大。散户在此轮回调行情中亏损惨重，小散们不禁感慨：小时候的我们以为自己是祖国的花朵，入市后才明白过来原来我们都是祖国的韭菜。 雄安概念进入调整期，一有风吹草动资金就该板块迅速出逃，今天上午雄安概念上涨过程中，还是净流入50多亿，到下午雄安概念走弱之后，资金从该板块流出接近25亿，大单更是净流出超过55亿，感情这都是小散在望雄安概念里冲啊。而雄安概念中有属大盘股表现相对较差，华夏幸福低开，最终收跌-3.8%，河钢股份虽然最高冲高到+2%，但最终表现还不如华夏幸福，尾盘收跌-4.33%。总之大盘雄安股今天以及随后几天的走势都很可能是大单以及主力加速外逃，股价继续向下调整。而相对小盘的冀东装备成为雄安调整期间的龙头，早早停牌，上涨幅度不大的嘉寓股份涨势也还尚可。这一波雄安概念调整期建议不要轻易参与，若真有结构性机会也只可能是相对小盘雄安概念股。 投资建议：防御为上，配置有混改预期的、前期涨幅较小的、估值低、分红高的个股——可以从航空、铁路、电力、建筑、石油等板块中寻找，此外，金融板块中部分估值已经回落到历史低位的个股也可以予以关注。而近期受追捧的家电以及白酒板块建议大家不要再追。茅台冲上400已经不是单纯的价值投资，白马价投只是旗号，扎堆防守这个行为，才是茅台上400的根本原因。 值得关注个股：易选股今天异动指标个股中比较多的是小盘资金异动，对以下个股可相对多关注一下。
1492515074000[,,,,,,]炒热点，就怕靴子落地。2013年9月28日，自贸区挂牌，妇孺皆知，股价见顶。2017年4月18日，最后一支一字板先河环保开板，绿油油一片。此番雄安炒作，一线特停正宗概念股开板后都没肉。反倒是二线、外围一两个两三个涨停就开板的，追一追，还能有些小斩获。这跟传统的热点炒作，强者恒强，优胜劣汰，完全不是一个路数。为何？雄安热点炒作完全未经历一个从朦胧，到一知半解，再到干柴烈火的过程，而是一上来就高潮。尤其是那些一字连板的股票，不仅没给人上车的机会，而且还异常高调地昭告天下，自己是嫦娥再世，花容月貌，天下无人不知，无人不晓。等到落入凡间，早已是明日黄花，没人要的命。反倒是那些略显低调的二三线边缘概念股，经历了一个涨停，让人知道原来也是真命天子身边的丫鬟，引发跟风，进而吃香个两三天。尽管不如头牌那般高高在上，却有着实打实的成交，也让捷足先登者名利双收。靴子落地的反面是提前埋伏。说来好笑，对提前埋伏最感兴趣的正是股市里哪些日夜劳碌，追涨杀跌的人。提前埋伏就好比在二八年华抱对处长的大腿，在人当年是河北某县县长的时候就建立深厚的友谊。这既要有不凡的际遇，更要有前世修来的福分。股市里提前埋伏热点，就是在市场几乎没人关注，无人知晓的时候提前行动。骑行客2016年干过一次这样的事。里说过我在2016年四季度默默地把格力地产换成新城控股。格力地产是这次粤港澳湾区概念的龙头。二把手的概念比起千年大计差了许多，好歹也封住了两个涨停，相对新城控股，挽回了一半颜面。说起来，格力地产是我当年暗搓搓打下的伏笔，玩的是港珠澳大桥通车的前戏。珠江三角洲东富西贫，澳门人均GDP不输香港，但经济总量差了一个数量级，对大陆腹地的辐射效应几十年来完全不可同日而语。珠海房价跟深圳更是没法比。跨海大桥让两岸天堑变通途，更让我埋伏的时候浮想联翩。2016年底港珠澳大桥主体合拢，各家媒体都转载了通稿，然而股市却毫无反应。更多的评论文章直指港珠澳大桥不带上深圳，是自取灭亡。香港早已不是当年的香港，继经济总量被上海、北京超越后，连广州、深圳也要开始不把小香港放在眼里，甚至有其沦为中国二线城市的论调...前戏玩成了自嗨，一次失败的埋伏过后，才处理成了一次成功的调仓。格力地产自调仓之后继续下跌10%，半年过后弹了两个板，作为曾经有情人，肚里的酸爽难以名状。炒股时间长的朋友都能体会这种只可意会，不可言传的感觉。概念死了，概念没有起来，或者这个概念根本就不存在。对于那些成大器的公司，譬如滴滴、小米、阿里巴巴，现在回过头来看，每个人都想投在A轮，名利双收。更悲催的是有些概念不仅成了，而且大成，但提前埋伏的人没能坚持到那一天。有家最终成长为2000亿美金市值的公司，当初投了他A轮的风投不仅错以为扑了个空，而且实实在在地调了仓。那家被调仓的公司叫腾讯。调仓的人如今混得也很好，IDG成长为中国第一的VC，买下了曾经的老板，IDG美国。但它当年卖掉的腾讯股份如今的价值，比它后来募到的所有钱都多 - 要知道它是中国募资能力最强的风投，没有之一...雄安概念股的追逐中，骑行客从交易诊断中就见过两个账户，一个在3月初卖掉了华夏幸福，另一个在3月底出清了河北宣工（而且持有的时间超过4个月）。这跟IDG当年的操作没什么分别。塞翁失马焉知非福，投资只有经历风雨和坎坷，才能有所大成，我祝愿你们成功！热点炒作也好，业绩投机也罢，早起的鸟未必能吃到最多的食。IDG的幕后掌舵人曾经说过，就算教皇去世，也只能占据新闻版面一天，大部分热点，在没有广为人知前，便已经靴子落地。更多的所谓新闻点，从来都没有热传过。这就是埋伏所必须承担的代价 - 扑空无时不刻不在上演。像雄安这样大热后的靴子落地不难躲避，像雄安这般揭晓前密不透风的墙，提前埋伏难如登天。股市里每天上演的事大多取其中，磨砺我们的却是这些极端事件。如果觉得有用，分享给你的好友，你的分享也能帮助更多的人         追随骑行夜幕的统计客，用数字开真相，揭穿谎言，通向理智富足 （首发公号ID：dknight2015） 
1492514341000[,,,,,,]每个交易日坚持点评涨停板及热点个股。追寻涨停背后的含义我的点评仅仅是对明天的走势发表看法。我是做超短的，明天买了后天如果不是强势封涨停就卖。所以不要看到今天点评看好某只股票，明天你想验证下，发现真的涨停了。后天你就进了。刚好踏错了节奏。另外我说的一日游。不表示随后3,5天又再次上涨的可能性。所以我的点评如果没有说看好后市或者后续可以关注。则表示这些话有效期为一天。============================今天8只涨停，36只跌停。 光从这个数据来分析，涨停数增加了1只，跌停数减少了84只。还是很积极的。但是不得不注意到大盘跌破了60日线也跌破了3200这个关键点位。贵州茅台今天超过了400元。带领了白酒走了一波小涨幅。盘中出来一带一路5月14日开会，新疆板块中的北新路桥快速涨停。可惜跟风盘也不是很强烈。主要是这几天几只大的雄安概念股套住了近1000亿的筹码。看看华夏幸福200多亿的高位筹码直接跌了20%，40多亿就不见了。本来市场就缺钱。现在高位还有那么多套牢盘。谁会去解放他们呢？不会的。高位的雄安票，特别是开板后成交40亿以上的股票。都要回避。不过如果明天大盘大跌30点以上不失为抄底机会。可以逐步加仓。华帝股份：白色家电，长庄股，尾盘拉升，高位放量，后续要注意危险。像家电，白酒都属于周期性股。快到跌的时候了。冀东装备：雄安概念，早盘稍做调整后快速拉板。尽管尾盘烂板，最终还是封住了。得益于它的盘子小。不需要太多资金就能拉升。明日继续关注早盘的量能。不要追高。北新路桥：昨日就有异动了。今日在消息刺激下快速涨停。不过封板不是很坚决。主要还是庄家在运作。持续性值得怀疑。新劲刚：开板次新2连板，盘子非常小。在次新大跌的情况下。2连板还是有点意外的。看能否三板成妖带动下次新反弹。赛摩电气：高送转，超跌反弹。但是放量不够明显，持续性值得怀疑。还是回避为好。科融环境：股东增持，消息导致的一笔拉板，盘子稍大，不要追高。后续可以关注下。沧州大化：雄安概念，摘帽概念。前期滞涨。后续继续关注。广州港：开板次新，最近港口的认同度比较高。所以还是封板了。不过持续性应该较差。上面这些票。能横盘就不错了。要想涨回去基本上是不现实的。   
1492514331000[,,,,,,]$首创股份(SH600008)$ 今天惨烈无比，雄安早盘一波反弹后，开始杀跌，河北宣工，首创股份，京汉股份，拉起来后，据说是被电话指导，纷纷打回跌停，预计明后天迎来反弹，预期不要太高，第二波，短时间炒不起来，只有过段时间冷却后，才有机会，今天开了半仓，小套2个点，持乐观态度。次新死掉了，现在真不知道玩啥，除了去接盘贵州茅台，641把一个大题材直接搞死，来，给我把鱼叉。后面雄安选股主要在低位，小市值里面选，像华夏幸福，套牢超过200亿，谁解救得了，只能时间换空间，需要打造一支小盘股龙头，来制造人气，慢慢消化套牢盘吧。这行情游资都亏出血，首航节能，佛山路深套20个点，2亿资金，我们小散就更不用说了，本来都指望雄安赚点钱，回家娶媳妇，现在好了，媳妇没了，连饭都吃不上了。建议大家多看少动，等风头过去再看。需要实盘交流的请加入:517800787
1492514208000[,,,,,,] ：拟与华为技术有限公司签署战略合作协议，涉及双方在全球范围内就本公司开发承建的产业新城、产业小镇、城市综合体、公司办公信息化建设进行全方位合作。
1492513947000[,,,,,,]【最受关注组合调仓】  a. 组合或组合主理人粉丝大于 2000   1、  卖出银华日利，买入光大转债 2、  买入晨鸣纸业、康欣新材 3、   卖出老板电器，买入分众传媒  4、   卖出银华日利，买入东易日盛  5、  卖出鱼跃医疗、华测导航   【优质组合调仓】  a. 组合近一个月收益跑赢沪深 300 指数且为正收益  b. 组合自创建之日至今累计收益跑赢沪深 300 指数且为正收益  1、  卖出华夏幸福、京汉股份，买入金融街   2、   卖出先河环保 3、   卖出晋亿实业，买入新兴铸管  4、   卖出先河环保，买入苏泊尔、好莱客   5、  卖出河北宣工，买入拓邦股份 注：以上数据最终解释权归雪球所有，数据仅供参考，投资决策需建立在独立思考之上。
1492513606000[,,,,,,]48太不吉利了，无论从中国人对数字的喜好还是从中石油的角度来说，华夏幸福到此为止了！
1492513576000[,,,,,,]$京汉股份(SZ000615)$ 雄安题材，仅有的2个有土地协议的上市公司：华夏幸福和京汉股份华夏幸福的土地虽然多的可怕，但是最终还能批到手的有多少，存在很大疑虑，反腐 高压下跟当地政府的连接断裂，盘子又大的可怕，这个质地不再多谈。京汉股份，虽然他的1500亩同样有毁约的问题，但是京汉远不止这个，它有最正宗的材料第一：实际控制人田汉，是雄安本地人，这个有案可查，身为本地人，同时又是在本地起家，社会关系和政府关系不必多说。第二：除1500亩土地储备 外，京汉在本地已有的项目是其位于白洋淀景区的五星级酒店,名为“京汉雅阁璞邸酒店”，百度可查，建筑面积10000平方米，5星级度假中心，荷花大观园湖畔，全国最大的荷花景点 。属于京汉保定度假酒店有限公司旗下，该公司属于京汉股份旗下，年报 可查。体外话，该公司在雄安题材启动之前就已经有潜伏资金，而且资金量很大，潜伏方是谁一想便知，身为本地人又是做环京地产的，拉上一批高层的人潜伏进来，无成本纳贡疏通关系，不能再多说，昨天一战已经出清，不再多提。从二波的角度思考，如此庞大的题材，吸引了2000亿的活跃资金，然后被监管一顿高棒打落悬崖，监管的手只能造成一时波动，改变不了总体趋势，这已经被A股历史屡次验证过的。昨天强奸一次，今天二次强奸后，板块已经进入了可以反弹的位置，问题是，谁来带反弹？哪波资金来带反弹？游资散户几乎全体受伤，没受伤的又有没有魄力冲进来搞起二波？这个时候你是不是很期望山东爸爸站出来？深得徐翔真传的山东爸爸在人气核心票上一向不手软，张家港行中原证券那犀利的扭转跟总舵主如出一辙。哪个票成为二波龙头？盘小优势的偏门小票成为不了龙头，因为他带动不了板块气氛，今日涨停的冀东装备 和嘉寓股份，2个都是盘小，2个都是因为停牌涨停数少，就只是一个偷袭标的，成为不了龙头。先河环保 ，首波龙头，盘中等。得益于环保题材的新颖和跟班的强势，在第一波中最终走到了最后，但是，没有过绿线，就注定要在2波中做跟班。当然瘦死的骆驼比马大，跟班也不会是弱跟班。冀东水泥、金隅股份，得益于港股金隅股份的焦点效应，也在第一梯队中走到了最后。成也萧何败也萧何，受益于港股就不得不被港股所限，水泥的受益总是有限，港股已经把受益度摆在那里，这块很难再讲出故事了，何况盘也大巨力索具，中化岩土，盘小跌的深，强于京汉股份，只有雄安周边的地，间接受益，弱于京汉股份。其他的因龙头一字资金溢出而走出的票，不提数来数去，还是京汉股份，名字好，昨天60亿的天量适中，昨天尾盘一波8个点不好看，但是也可以窥豹一斑看出资金态度，今日早晚两下跌停则把空间打了出来。这种题材二波中，一个反包涨停能接近或者冲破新高，是最好的形态，某些票则跌的过深了些。周三周四两天，周五半天，反弹的机会，周五下午，恐怕市场要出货躲避刘大炮了。明天低开，可能是最好的机会了，能带动板块逆转的票，就看哪波资金有魄力搞起来了。
1492513463000[,,,,,,]完全认同，题材在，票不一定是那些票//:雄安新区的投资机遇不同于浦东新区等，因为那地方几乎是白纸一块，正真有土地储备的几乎没有，包括华夏幸福，所以所谓的新区概念仅仅是个大的题材，而给上市公司的影响也是个普惠的，没有一家企业真正的得到巨大的收益！这个是最关键的，抄抄就行了，千
1492513397000[,,,,,,]$华夏幸福(SH600340)$刘老儿为什么不同于前几任，其高调发声，戾气张扬的背后，是国家队控制操纵指数，是权力大于法制大于市场的恶意计划调控。当初救市的国家队已经沦为权贵高层的帮凶，成为中国股市的大庄家。
1492513264000[,,,,,,]雄安新区的投资机遇不同于浦东新区等，因为那地方几乎是白纸一块，正真有土地储备的几乎没有，包括华夏幸福，所以所谓的新区概念仅仅是个大的题材，而给上市公司的影响也是个普惠的，没有一家企业真正的得到巨大的收益！这个是最关键的，抄抄就行了，千万别当真！
1492512866000[,,,,,,]早盘市场拉抬雄安概念之后，资金却蜂拥而出，净流出居前的个股清一色位雄安概念股（金隅股份、首创股份、华夏幸福、河钢股份、冀东水泥、京汉股份、先河环保、新兴铸管、中化岩土），可见出逃很坚决；另外最近庄股的闪崩出现，同样体现了管理层严控的效果；导致了大盘午后的快速走低；所以现在参与题材股的操作，风险很大。但是在弱势中我们也发现，白马股遭到资金的追捧，体现在家电、酿酒板块。大盘今日冲高回落，抵抗型反弹失效，那么技术上将继续向下寻求支撑，下一个支撑点位将在3170点这里。操作上，考虑到管理层严控股市炒作，查坐庄资金，约谈上市公司，导致市场风声鹤唳，活跃资金都撤出股市避风头，加上目前的技术形态很差，这种情况下，技术的可靠性会大大降低。所以建议大家尽量轻仓观望，能管住自己双手的尽量不要参与目前的行情，很容易一不留神又是买套，还是耐心等待自然调整到位出现企稳再做。
1492511917000[,,,,,,]今天早盘冲高卖出高能环境天津港，高能环境微利，天津港大夸十个点，胡乱追高的代价，当时认为他是大湾区的龙头应该还有上涨空间，错在大湾区不是主流。看到雄安表现不错低吸了新兴铸管，又买了个弱鸡，尾盘跟随大盘下吸，套了两个点，还好买的少。中午打算下午低吸华夏幸福和首创股份，却买了金隅和首创没买华夏，如果买华夏是盈利的，金隅和首创都微亏，大盘不好本不该操作的，下午大盘下刹时很多个股直线下跌，仿佛又有了股灾时感觉，太可怕，明天处理好手中的股，空仓。
1492510542000[,,,,,,]转载于公众号：liang1120211 雄安新区的消息是清明节前夕公布的，4.5号复牌以后，各路资金一拥而上，有幅图我觉得特别好你们尽管去排一字板，排到算我输。所以，一字板没有可能排到的，那作为散户而言，最优的选择就是吃第二波，要吃第二波就有个大前提。大家认为，现在这些雄安新区的前期几个涨停板的高度能被突破吗，我认为是没有问题的，为什么？把这九个字好好读下：千年大计，国家战略，一号工程。最后这四个字“一号工程”是我加的，远的不说，2022年前，雄安这事情会反复活跃，反复炒，原因大家懂得，往外我们有一带一路，国内有雄安新区，完美。所以我认为雄安新区会反复活跃，长牛，慢牛，没毛病。问题来了，第二波怎么炒，具体标的怎么选。我思考雄安新区的第二波主要从两个方向来考虑。第一个方向，整个雄安新区的成交额占到两市成交额的比例。这个比例持续走高，肯定不会是第二波上涨的起点，必须出现整个雄安新区的成交额占到整个两市的成交额比例很低的时候，这个第二波的起点才会来，为此我做了这样的一个表格。每天对这个数据进行实时监控，我们可以看到今天雄安的成交额依然占到总成交额的14%，这个比例太高了。这是个折线图，是不是一幕了然，现在还在二浪调整中，个人认为，必须得等到这个比例到10%以下，第二波才回来。第二个方向，下一波炒那只股票，谁是龙头。有句股市的名言叫：换手出大妖。这句话反应的是人性，我们以河北宣工为例来聊，这里面有三类人第一类人，成本低，25块左右，几个涨停以后，想在等等看看，能不能再来几个，没想到等来的是两个跌停，心里暗暗发誓，明天必须跑第二类人，第一个跌停冲进去的，千年大计，明天必须涨停，没想到啊，直接一个跌停，有点晕，要不等一天再看看第三类人，第二个跌停冲进去的，也就是今天进去的，赌明天涨停的，今天换手率很高24%我们看下这三天的换手率才51%，这换手不充分。成交量也没有缩小什么时候市场来第二波，我认为这些龙头的换手率达到100%，就是在里面的三类人都受不了了，要爆炸了，把筹码一扔，充分换手了，换手率没有那么高了，得，见底了，雄安新区的第二波来了。我这里重点监控了几个龙头股，从4.12号以来的总换手率和当天换手率No：1 冀东装备NO:2 京汉股份其他还有几个没有做，中化岩土，河北宣工，华夏幸福，先河环保，激动水泥，巨力索具，唐山港，金隅股份，大家有兴趣的，可以自己通过专业的数据库刷下数据。通过以上的分析，可以看出，这个地方还需要震荡下 ，我们需要盯得就是这两个方向，三个指标，雄安板块成交额占整个A股成交额的比例，几个雄安板块龙头的总换手及当日换手的情况，那么下一步的龙头你说好不好把握。
1492510147000[,,,,,,] 明天来一个反抽可能性很大
