1492814400000[,,,,,,]分得这么少，套路却不少，中国建筑你行。
1491747827000[,,,,,,]$中国建筑(SH601668)$ 明天只怕风起云涌啊。可是我怎么就是觉得他会飚上去了。
1491747667000[,,,,,,]$中国建筑(SH601668)$ 安邦岂是一个“项主席”能罩得住的？太能YY了。
1491746153000[,,,,,,]$中国平安(SH601318)$$中国建筑(SH601668)$$三聚环保(SZ300072)$个人总结的三个交易规则，请剔教。规则一：上涨减（特别看好，也等调整后加），下跌加（基本面变化则考虑清仓）。规则二：单一股票不要超过20%，特别安全的也不要超过40%。规则三：能不动尽量不动。
1491745588000[,,,,,,]$中国建筑(SH601668)$这票够坎坷的，明后天又要检验成色了
1491745556000[,,,,,,]$中国建筑(SH601668)$ 历史上 牛市和熊市的情绪是不一致的 政府也有维稳的力度 四月 中美会晤 五月一带一路论坛 基建都是一个绕不过的坎 而且刘博士对于险资的定义已经很清楚了 划开了安邦等长期投资者 所以 雄安在牛市在 基建在情绪也在 即便是略微低开 也一定是红盘收尾 个人判断 这戏保监会被抓几乎没有影响
1491744714000[,,,,,,]$中国建筑(SH601668)$明天很有可能低开，给机会就是干！
1491742517000[,,,,,,]$中国建筑(SH601668)$ 明天为什么会大跌？ 
1491742237000[,,,,,,]十年前曾经6124，两年前曾经5178，没想到现在逾越3300如此艰难......上周五3300就差一层窗户纸没被捅破，下周3300不出意外应该轻松逾越......但是会有意外吗？比如雄安概念的炒作会不会突然降温，比如老项冲击波，比如老美会不会对三胖下手，比如房地产调控......命中有时终须有，命中无时莫强求，雄安概念的牛股不是HIS可以捕捉的，追高的事情HIS从来不干，HIS这样的穷屌丝，致命弱点就是爱捡便宜......上周格力表现不错，建行也马马虎虎，中行幸亏节前跑得快......周三雄安概念火爆太刺激，融资额度闲得受不了，中国建筑和招商蛇口看了半天不敢动手，最后看，20.57干进去，20.8跑出来，赚了点零花钱，万科HIS还是非常看好的，虽然很不喜欢老王，但是也不得不承认老王把万科弄得不错。周五再次手痒痒，又融资抄了一个H股ETF，平均成本1.12，主要是当今世界，中美合作就不会出现什么大问题，当然中美合作更是中美双赢，这个是最大的和平红利、稳定红利和发展红利！HIS目前的配置很保守也很激进，保守是只持有低估高息蓝筹股，激进是大融资......大体是H股ETF46%，建行41%，格力13%，提醒一下关注HIS的朋友，不要被HIS的这个组合调整影响，因为，比如现在这个组合周一我肯定会有大调整，而且调整的结果最快也是收盘后，免得被指控影响股价什么的被监管部门请喝茶，虽然HIS只是小本生意的小股民，但是没准有几个爱听老头多嘴碎碎叨叨的真被影响，那就跳进黄河也洗不清了......市场在怀疑担忧中从2600走到3300......HIS倒是信心满满一路走来，基本都是满仓满融资......现在3300在即，市场看牛的越来越多，HIS自然就越来越保守......在股票投资上，HIS从来就是个不正常的精神病患者。
1491742118000[,,,,,,]$中国建筑(SH601668)$ 建筑可安心持有下周操作建议：坚定持有，如果涨幅过大+换手过高（超4%）两条件同时满足才可以考虑逐步减仓。
1491739258000[,,,,,,]评论: 官场凶险,敬而远之.项俊波反腐曾遭黑社会威胁：我打过仗 什么没见过?　　两会之前就查处了4位，两会之后还会有违法违纪人员被查处。　　小伙伴们等了近1个月，杨晓渡部长的话应验了。不仅应验，还是一只大老虎：中央委员、正部级干部、保监会主席项俊波今日落马。他也成为了第28名被查的中央委员会成员。　　这名大老虎是被秒杀的，4月6日中国保监会与中国地震局签署战略合作协议，项依旧出席。中纪委官网发布项落马的消息后，保监会官网尚没有修改领导信息。　　项俊波学者出身，人大本科，南开硕士，北大博士，在学校（南京审计学院）担任校领导后从政，后来担任过审计署副审计长、央行副行长、农行行长和董事长，2011年就任保监会主席，曾被称为专家型干部。　　由于工作关系，长安街知事APP在多个场合听过项发言，他上过讲台，口才极好。最常挂在嘴边的一句话是：政府要解决问题，买保险啊；政府缺钱怎么办？用保险的钱啊！　　这一观点，也是他面对媒体经常说的——　　原来我在农行时候有很多书记省长说，原来只懂得找银行要钱，实际保险比银行钱要好用。为什么呢？比如说你给你的孩子买一款，60岁以后，他老了以后才用的保险，1岁开始买，他要60岁以后才用，就这个钱要放在保险公司放59年，怎么办？他交钱可能交的是10万，但是60年以后他要拿走200万，我怎么办？我要去找效益非常好的项目，让它保值增值，等你孩子长大我才有200万付给他。　　对外，项为保险业站台，自称是中国最大的“保险推销员”；对内，他的治理手段被业内认为铁腕，他了解市场的方式通常是接听推销电话和上门体验，每次召集业内企业开会，大家都惊叹于他对各类乱象的熟悉程度。　　尽管被视作业务能手，可是关于项落马的传闻不绝于耳，早在农行工作时就已有之。他曾经的重要助手张云，由于严重违纪，被降级至农行部门副职以下。　　项则在今年春节前后被风传落马，当时正值中国人民保险集团总裁王银成出事。不过项之后频繁露面，还在全国两会上亮相。　　近两年，保险资金频频举牌上市公司，从宝能与万科的大战，到安邦大肆购买中国建筑，再到前海人寿“觊觎”格力电器，动辄几十亿上百亿的举牌资金令人“生畏”，成为A股市场的“洪水猛兽”。　　一向低调的证监会主席刘士余曾怒怼“用来路不当的钱从事杠杆收购，行为上从门口的陌生人变成野蛮人，最后变成行业的强盗，这是不可以的。”在很多市场人士看来，虽然并未点名“你”是谁，但事实上，指的就是险资。　　虽然后来保监会也发声称保险公司绕开监管的套利行为，严格意义上就是犯罪；证监会也发声称与保监会一直精诚合作。但熟悉金融市场的小伙伴不难发现，险资四处攻城略地，与项主席力倡的“各行各业用保险的钱”颇为吻合，这也一度让保险业处于风口浪尖。　　项俊波出生于重庆一个知识分子家庭，父亲是大学教授。高中毕业后，他响应号召，下乡当了知青后又参军入伍，在成都军区担任司令部秘书。他还跟随部队奔赴前线，在战斗中腿部负伤。因表现英勇，项俊波荣立二等功。之后他脱下戎装，参加高考。　　事实上，项最爱好的是文学，创作过很多艺术作品，其中最出色的当属与审计有关的反腐影视剧，比如国内第一部反映审计工作的多集电视剧《人民不会忘记》，由田壮壮执导，李雪健出演。　　而在国家审计署工作时，项曾参与上世纪90年代末的审计风暴，1999年，群众举报天津蓟县国税局在税收征管工作中存在严重问题。时任审计署京津冀特派员的项俊波，带领工作小组进驻蓟县。　　此案牵涉面极广，黑社会势力也参与其中。恐吓电话甚至打到了项俊波在天津的家中，歹徒威胁说：“你们这么干下去，没什么好处，小心点！”项俊波说：“告诉你，我参过军，打过仗，负过伤。你想干什么就干什么吧！什么我没见过？”　　经过38天的日夜奋战，审计人员大获全胜，项俊波也一战成名，后被提拔为审计署副审计长，成为部级干部。　　正如《人民的名义》中的高育良、祁同伟一样，反腐、反黑英雄走向腐败，令人痛心、发人深省。“能人腐败”，对于一个行业、一个地区而言，无疑是一场灾难。
1491737193000[,,,,,,]周五的盘面依然是雄安新区相关个股的涨停潮表演，这一点没什么好说的，国家搞出来这么一个新区，这么大一个新闻，不管是上升到政治地位、经济地位，这样的热炒都符合A股市场政策市的特色，于是我们发现一个现象，整个板块内除了一字板个股外，只要没涨停或者开盘有合理价位的都得到了资金疯狂的抢筹（如下图）这里我们能看到真正的龙头如：     、 先河环保 、河北宣工、巨力索具 等等，范围主要集中在在雄安新区内有土地的房地产企业；区域性水泥龙头企业；区域性机械设备类供应商；区域性环保业务龙头公司。还有一个高速公路真龙头华北高速还处于停牌阶段，想必复牌后，也将开启连续一字板之路。大家仔细想想，其实大致的逻辑很简单：1、新区的成立需要大量的基础设施建设，水泥、钢筋跟需求量首当其冲，金隅股份、冀东水泥、河钢股份直接受益。2、商业、住宅、工业等用地随着新区规划建设开始，将逐步划分，华夏幸福、京汉股份等房地产相关上市公司直接受益。3、因为基建方面的大量需求，相应所需要的机械设备类上市公司也受益其中，如河北宣工、巨力索具、冀东装备。4、而基础建设项目开工的前提就是三通一平，涉及除了上面三条提到的以外还有保变电气、建投能源、中持股份、东方能源等等。5、根据规划要求，雄安新区建设需突出七个方面的重点任务。其中，第一条和第二条就是建设绿色智慧新城，打造优美生态环境。那么环保内上市公司直接受益，如先河环保、碧水源等等。上面这5条是最直接，是大家都能想的到的，所以理所当然的大资金追捧，理所当然的一字板，你我都买不到。那么我们再延伸开来，剩余的机会还有哪些呢？这里我说几条1、新区大搞建设之后，大型工程承包商想必都将争相赶赴参与其中，那么无论从资质上、经验上，还是背景方面，大型国字号、央企等上市公司都将毫无疑问占有不小的份额，中国建筑、中国电建、中国中铁、中国交建、葛洲坝等等后续都将受益于雄安新区的开发建设。2、一个新的区域性城市建设，需要大量的人口迁徙，那么涉及到人的方面有什么呢？衣、食、住、行四方面必不可少，那么大型商场、零售、交通设施、物流运输等板块的上市公司也将受益其中。3、前面提到的七大任务之一的建设绿色智慧新城，这一点也值得挖掘，那么相关概念板块大家也可以去找找后续的机会。好了说到这里大家是不是有了一个大致的思路，那么请大家再往深处想想，这些所涉及到的行业、板块、概念都有什么相似之处，或者有什么共性呢？对，这些都是围绕基建展开的。说到这里不知道大家能否想到之前热炒的一个概念：一带一路，是不是觉得重合度很高。看下图在前端时间热炒过后，大量资金流出，而伴随雄安新区概念横空出世，资金再次回流。这是一个大逻辑方面的体现。这里我多说两句：国家搞雄安新区，个人觉得主要是承接京津冀地区的协同发展，北京做为首都，已经高负荷运载，所以需要新的平台来进行人口、产业的转移。说到底，这是国家层面的战略蓝图，是高层的改革思路，这是对内。而对外的改革是什么呢，那就是刚刚提到的一带一路。整个看下来就是改革为上，所以熟悉我的朋友都知道，我从最早的文章开始都说了今年是改革之年，国企改革、央企改革、混改等等，凡是涉及到国家层面的改革思路都将逐步落实到实地。这也是为什么我之前发的帖子里说到：当雄安新区概念一字板无法参与时，可以退而求其次关注下一带一路板块。最后再提一点：军工板块，做为国企改革方面的一部分，加上世界政治军事形势的发酵，值得大家长期关注。好了，今天的文章就写到这里，欢迎大家前来交流讨论，可以关注、私信我，或者直接在文章下面留言。
1491734513000[,,,,,,]$中国建筑(SH601668)$s
1491731516000[,,,,,,]$中国建筑(SH601668)$ 安邦举牌了是不假，但是有限售期，问题不大。
1491729118000[,,,,,,]$中国建筑(SH601668)$   有些人说抓了某人，明天这股会暴跌个人觉得:没文化，真可怕同意的干杯
1491728879000[,,,,,,]安邦后台？想多了，中国建筑价值十元以上。
1491725639000[,,,,,,]A股下周要突破3300？---------雄安新区美国空袭叙利亚习主席访美------------------------清明节假期间中国突然宣布设立国家级雄安新区，一时间该消息刷爆了朋友圈，顿时四海沸腾欢呼。各而大媒体纷纷对此中央的决定一致空前盛赞，大概意思就是“雄起中原、安邦天下”意思，可见大家对美好的未来的憧憬。，而深圳和浦东新区是全国经济最活力的地方，即使是全球形势不好也没能明显降低增长速度，其对gdp的贡献非常重要（沿海地区自古如此）。比如，深圳2016年的GDP为1.89万亿，全国排第四位。而雄安新区地位处在这两者之上，如果按照这个逻辑，可以预见这个新区的经济增长活力是有过之而无不及。但狂热的背后，大家是否好好去想，真的可以复制或者超越当年的深圳、浦东么？雄安又有什么发展优势？从目前高层的意思一句话简单来说，就是把雄安建设成国际化绿色智慧新城市，功能上承载北京非首都功能，优化结构，培育新经济引擎。然这些都是美好口号，未来会成为什么谁也不知道。最现实的好处就是缓解了北京“赌”的城市病。之后的什么新型城市，新经济引擎那都是后话，成不成都不一定，是个探索过程。此一时环境跟当年的深圳不一样了。当然，以中国的建城速度，新城市建成高大上那都不是事，问题在如何发展起来，而不是“空城”。创业经济不是那么容易的，深圳，北京、上海很多地方都是专门给创业特别的关照，现在搞一个雄安新区给创业、培育新经济又能如何？ 借生化武器为由美军空袭叙利亚空军基地，看似霸气，其实无可奈何。通过这空袭既可以体现威风，又可以警告某些小国如朝鲜，伊朗，而美军动用空袭的代价肯定比出兵来的快来的简单。自从美国从阿富汗撤兵后，对于中东的局势掌控已经失效了。现在的叙利亚的局势来说，美国鞭长莫及，无可奈何。不过昔日的霸主，也要挣扎一下。重反亚太那是一个冠冕堂皇的理由，既可以为撤兵阿富汗找借口，又可以转移国内的党派和民众矛盾。找一个强对手打压还是找一个弱小国打压，那一个容易？对于世界而言，特朗普刚上任就高空袭，功利主义十分明显，商人本性！ 一，是赚指数不赚钱，买了个假股票，二八现象，当然股指期货就例外。其二，就是热点轮动太快，并没有明显的主线，持续性也不强，所以这样的行情很容易赔掉本钱。其三，成交量并没有明显放大，难以造成普涨的局面，没有明显赚前效应就没办法吸引场外资金转战股市。对于雄安概念股，龙头三个一字板买不到，你没有打板通道也只能干等，而伪龙头博傻阶段，风险和收益是同等的。，中信证券、工商银行、中国神话、中国建筑、中国石油的表现来看，多数都是前期经过调整低位回升，风险不大，也就是说未来一段时间指数很难出现大跌。三大指数来看，中小板指数企稳年线上也就意味着大方向慢慢走强，创业板在年线下方，教中小板弱，上证指数同样长短均线多头排列。也就是说两强一弱，短期而言，节后三天的成交量逐步萎缩，赚钱效应逐步降低，但总体成交还是温和放大。对于是否突破3300点，那只不过时间问题。技术面而言，1小时的macd，红柱面积放大！
1491723834000[,,,,,,]明天 、 可能大跌
1491723830000[,,,,,,]明天保险股大涨，表明保险业还在D的领导下，我的中国平安终于平安，可以涨了，明天们又要跳一下了。中国建筑暴涨，表明拥护D的政策才是主流，养老会帮助你们的。宝能妖以为资产端好象不犯法，负债端有政治资源，这下可是拔出罗卜带出泥，有俊波也洗不清了，等死了。
1491723671000[,,,,,,]$中国建筑(SH601668)$中国保险监督管理委员会党委书记、主席项俊波涉嫌严重违纪，目前正接受组织审查。中国建筑跌停，原因自己想。
1491722308000[,,,,,,]【目前至少26家央企表态以实际行动支持雄安新区建设】据统计，截至4月8日中午，已有中核集团、中广核集团、航天科技、航天科工、中船重工、中国电科、 、 、中国大唐、中国华电、中国三峡集团、神华集团、中国联通(600050)、中国电子、国机集团、 、国家开发投资公司、中粮集团、招商局、中国中冶(601618)、中国中铁(601390)、中国铁建(601186)、中国交建(601800)、新兴际华、中国能建、中国国电等26家央企集体发声“雄安新区建设不缺席，与发展政策同频共振”。(国资委)
1491721744000[,,,,,,]回复: 为什么不能扩大负债，增加分红？中建的信用等级，融资成本是很低的，特别是海外业务，可以参考福耀玻璃。//:回复:我认为可能性不大。第一、现金流相当一部分在00688，不能随意调动（港元）；第二、中国建筑从合同量看，未来几年还处于成长期，有扩大再生产的需要；三、ROE将近17%，不大规模分红对股东有利。
1491719287000[,,,,,,]    来雪球一个月了,看到很多高手推荐了中国平安,格力电器,上汽集团等大蓝筹,但是,中国建筑的上镜率明显比我预期的低,因此,今天我冒个泡,跟大家聊聊中国建筑.        一,处于行业垄断地位.        中国建筑的业务总量目前在建筑业处于第一的位置, 是中国唯一一家拥有房建、市政和公路三个特级资质的建筑企业,国内300米以上的高楼有70%是它承建.我国建筑业比较分散,尚未形成几个寡头独霸江湖的局面,未来将是强者衡强.        二,成长性好.        中国建筑连续多年营业收入,利润总额,新签订单额增幅30%左右.特别是,2015年和2016年的订单将在2017年和2018年业绩中得以体现.随着建筑市场招投标的规范,以及PPP模式的推广,大型建筑企业的优势越加凸显.        三,国际认可        有人可能会说,财务造假,腐败等问题.对于众多大型国企,中国建筑是为数不多能获得国际认可的公司,2015年10月30日，中国建筑股份有限公司由三大著名国际信用评级机构一致授予行业内全球最高信用评级，评级展望均为稳定.        中国建筑2016年世界五百强排27位. 英国品牌评估机构Brand Finance发布“2017全球最有价值的工程和建设品牌25强”排行榜,中国建筑品牌价值为210.50亿美元，名列第三位。        四,市盈率比较.        A股建筑业企业中,龙头老大中国建筑的市盈率最低,只有9倍,即使与中国交建(18倍)以及中国电建(16倍),也低估很多.        五,内涵价值        目前,持有的股权价值,合计1874亿元人民币中国海外发展00688， 持股61.18%=1538亿港元 海外宏洋00081，持股37.98%=35亿港元建筑国际03311，持股58.22%=369亿港元远东环球00830，持股43%=10亿港元中海物业02669，体量小，忽略不计。 西部建设002302，持股68.75%=141亿人民币    2016年三季度持有货币现金2581.2亿元,投资性房产327亿元.    2017年一月末, 土地储备7788万平方米.        六,多重概念        公司受益于一带一路,雄安新区PPP 整体开发,高管股权激励,营改增,国企混改,MSCI等.        另外,公司旗下的中建钢构,中建方程,中建设计都存在分拆上市的可能性,2015年的股东大会上,公司管理层已经提出将探索旗下两家子公司的分拆上市.        七,战略属性        公司子公司中国海外发展,旗下有一孙公司-------中海港控,与巴基斯坦瓜达尔港签约40年,目前,瓜达尔港已经初具规模,未来中国进口原油将不再绕道马六甲海峡,而是直接由瓜达尔港,经管道输送至新疆喀什,节约90%的海运里程.        八,历史表现.        公司能够顾及中小股东利益,每年都分红,承诺2020年分红率将达到30%.        2015年并没有直接增发,而是发行了优先股,股灾期间也大幅增持.总之,至少没有坑害股民的劣迹.        九,风险提示        安邦持有10%的股份,一旦退出,对股价影响很大.        海外政局动荡,可能造成一些应收帐款无法回收.
1491719017000[,,,,,,]周一满仓干中国建筑   今年就看这一把了。。。
1491716886000[,,,,,,]$伟星新材(SZ002372)$ 没有深入骨髓的理解，就没有不折不扣的执行。伟星新材在一年半内我看到35块。嗯，来股市赌博要的就是这种狠劲儿，不排除我看行情不好提前拍屁股走人。人，要会吹牛逼，也要会见风使舵。  $中国建筑(SH601668)$$宁波银行(SZ002142)$
1491716182000[,,,,,,]忽然想起分级兄的这个帖子，非常认同这个帖子所反映出的道理。股票投资门槛应该是很低的，但为什么投资大师那么少呢？那就在于不同投资者“财商”的高低。同样一件事，能够提前根据分析得到结论并进行布局，大概率属于“大师”的范畴。正如象棋、围棋，越是顶级好手往往能够推算到N步以后，而一般的新手可能连下一步就要被将军也看不出来。这个周末国际形势似乎不太平静，在习特会谈的同时却对叙利亚开火，另外在韩萨德还没布完，部署核武的消息又传了出来，同时美航母调兵遣将剑指朝鲜。在韩部署萨德的局似乎很难解:要么开打南北统一、要不部署萨德。反正未来一段时间朝鲜不服软表态的话恐怕会很不太平。另外，四月底中国海军节快到了，种种传言中国第一艘自制航母下水，这是件大事情。这样一盘棋，大家能看到几步远呢？//:回复:有时候，人的思维总是会有局限性。例如雄安的消息，我在前消息颁布之前就知道了，还约了朋友准备清明节一起去雄安看看是否可以在那买套房子的。因为消息的突然公布，只好作罢。想到买房子，却没有想到布局相应的股票。消息公布之后，突然意识到雄安相关的股票会大涨，关注了冀东水泥，华夏幸福、金隅股份等等，但显然是没有上车机会的。有上车机会的，大多是不太想买也不太敢买的。想到了相关的分级B，也想到了分级B根本就买不到，也想到了申购母基套利，还写了篇帖子，但对于这种套利，我总是提不起太大的兴趣。没有想到的：中国建筑是实实在在纯正的雄安概念收益股，并且完全有极好的上车机会。错过了。没有想到的：地产相关的分级B买不着，还有钢铁B啊，钢铁B的母基的重仓股中，雄安概念股占比，好像比地产类母基中的占比还要高。也错过了。等意识到的时候，已过了2天了。机会就这样错失了。再追高，不敢了，也不想了。的确，股市中不乏这样的机会，不是每一个你都能发现，即使发现了，也不是每一个你都能可以抓到。所以，错过了就错过了，不用过于遗憾，因为，还有下一个机会再等着。只是，以后再有这样的机会，还是相互提醒一声哈。
1491709847000[,,,,,,]外出了几天刚回来，所以周五就没更新。我最后一更提醒做热门，远离冷门股。今天重点更新个股，不讲大道理，只来直白干货。1、我对雪球热门股的理解2、公众号中网友提出的个股问题公示3、本周获利个股动态黄河旋风，我一直很奇怪，这只股票如何能一直屹立在雪球热门股中的。今天看到有人花钱问大V黄河旋风的走势，我看解答的内容很长，但多半是废话我这人太过于耿直，从来是有啥说啥。恰好有网友 今天也来问我了。黄河旋风我看了大多是在研究行业空间、财报等，用一大堆粘贴复制的数据作为论证，好像不少雪球DV套路这就如此。我就只说一点，没有资金参与的股票，股价能涨？有一则段子：一滴水从高处落下来,会不会砸死人? 为了涨姿势，我加入一个物理博士群，见到有人问：一滴水从很高的地方落下来，会不会弄死人？群里一下就热闹起来，各种公式，各种假设，各种阻力，重力，加速度理论的讨论。一小时后我默默的问了一句：你们没有淋过雨吗？群里，突然死一般的寂静……然后，然后我就被踢出群了……说到正题上，短期黄河旋风走势很弱，明眼人都能看出来。至于中长期来看，只要你不傻，都明白，没有永远下跌的股票，16.3之上都可以持有，小学生都会懂的。东方园林，突破了，后期还有空间。没介入的可等待下跌回踩机会。中国平安，在之前我就讲过，我一直都不看好，我现在也依然不看好。北部湾港4月5号周三更新，已经获利，短期可以了解。中长期依然看好。网友目前持股雪峰科技，回踩跟进的。我的建议是，涨停急跌下来的，通常要等待至少1个交易日企稳介入为安全期，因此介入的还是太早了。网友 Roger 问四川长虹，没题材，太弱。短期是没有价值的，因此建议换股。网友 ，浙江东日被套5个点，我的观点是，这是一只出货阶段的股票，后期还有下跌，反弹减仓。时间问题新兴铸管、碧水源、格力电器、中国建筑、国投电力、首创股份、华夏幸福等股票下次再更新吧。（以上为个人观点，不构成指导买卖依据） 作者：龙神股经  更多强文可以添加我，微信公众号ID：gj300059 
1491704979000[,,,,,,]据国资委消息，据统计，截至4月8日中午，已有中核集团、中广核集团、航天科技、航天科工、中船重工、中国电科、中国石油、中国石化、中国大唐、中国华电、中国三峡集团、神华集团、中国联通、中国电子、国机集团、中国建筑、国家开发投资公司、中粮集团、招商局、中国中冶、中国中铁、中国铁建、中国交建、新兴际华、中国能建、中国国电等26家央企集体发声“雄安新区建设不缺席，与发展政策同频共振”。
1491700421000[,,,,,,]$棕榈股份(SZ002431)$ 雄安的框架战略已经出台,只是后续的城市及产业规划尚未明确，这是华夏幸福公告的原因。但从战略框架来看，雄安的目的是智慧生态环保的新都市，这跟棕榈冲突吗？看看棕榈16年4月的更名，再看看跟白洋淀签订协议的日期，两者之间是否说明公司经营理念的变更和下一步的重心更加契合雄安的战略框架？再提一个很多投资人都不清楚的细节，就是棕榈跟中国建筑签订的16年2月的战略框架协议。其中就有一条协议：棕榈推荐中国建筑参与保定市生态景观及基础设施建设项目，这是否可以坐实棕榈的实力？看清楚时间是16年的2月。至于有人非议的协议失效，呵呵，建议你好好查查保定的领导层是否变动。所谓屁股决定脑袋，目前本人只持有棕榈不过区区500股
1491700109000[,,,,,,]前有一带一路，后有雄安新区，最近又来了一个北京市5年内供地可建住宅150万套的重磅新闻。上述的种种事件都在预示着，大象级别的中国建筑似乎又站上了投资风口。雄安新区的概念当中，考虑到水泥行业存在着运输半径的限制，所以真正的龙头还是水泥股。至于建筑行业的相关股票则是下游产业，并没有“吃肉”的机会，但却有着“喝汤”的好机会。作为我国建筑工程行业的龙头企业，必然从中受益。要知道，这一涉及千年大计的长远布局，将彻底推翻我国基建需求到顶论！这个事实告诉我们，社会需求是可以通过制度和体制的优势，通过政策优势创造的。此外，如果仅仅把中国建筑看作是房建龙头，那么就错了！房建业务目前只占中国建筑的一半左右，公路、铁路、桥梁、机场、体育场、地下管廊、海绵城市的水利设施等等，中国建筑都有竞争力。三个特一级资质，是中国基建业务最完备的央企龙头。至于一线城市供地大增的概念当中，则绝对有可能助中国建筑站上风口。北京市5年内供地可建住宅150万套的重磅新闻已经明确的告诉我们，国家对于一线城市的房价疯涨已经难以忍受。除了北京市之外，预计其他一线城市甚至是二线热点城市也会明显增大可建住宅的供应量。此种情况下，在全国范围内都具备竞争优势的中国建筑很可能成为最大受益者。再从估值角度来看，雄安概念的三天行情当中，中国建筑只涨了两天却跌了一天，显然是太过含蓄了。不仅2015年的历史高点并未触及，甚至就连2016年年末的近期高点都尚未触及。至于9倍的市盈率和1.6倍的市净率也仅比银行股强上那么一点点，甚至就连“金三胖”当中的中国平安都无法比肩。如此的低估值显然提供了很好的安全边际，股价向上再涨涨又何妨？ 
1491699580000[,,,,,,]棕榈股份绝佳先手占据雄安新区核心位置！~生态园林股五大金刚里，棕榈和东方是生态治理最早布局，实力和技术最强的，而蒙草抗旱的优势在于沙化的治理。东方园林的主要优势是位居北京具备地利，公司在全国各地大单不少，增长快盈利能力强。相对劣势在于股价已过历史高位，市值高达500亿。而棕榈的优势在湿地的规划、治理和景观建设及相关的技术人才积累。且股价启动时处于相对低位、且市值一百多亿相对较小。但是棕榈最重要优势是具备极强战略嗅觉。于15年5月即获得保定市政府的雄安核心区域白洋淀及淀区（占据雄安新区核心区的大部区域，看看地图就知道）的生态规划和园林建设的20亿大单，占据极佳抢道位置和先发优势。并于16年2月与中国建筑一局(集团)有限公司签署战略合作协议，推荐这个全国建筑实力最强的央企进入参与保定市生态景观及基础设施建设项目(应该是主要针对白洋淀和淀区也就是整个雄安新区的核心区域)。和全国实力最强央企合作，倾力打造白洋淀的生态改造和园林建设、周边生态小镇的建设，具有极强的政治敏感性！保定市政府两年前和棕榈签订白洋淀生态建设和白洋淀周边区域绿化整体规划建设的合同，虽然肯定会随着雄安新区的成立而做出大幅修改。但是习DaDa关于把雄安建成生态绿化示范区的理念、以及将雄安新区建成蓝绿交织、清新明亮、水城共融的生态型新区的明确指示来看，，白洋淀和周边淀区的生态建设、水体优化和园林绿化只会大大的加强而绝不会被弱化。保定市政府在2016年7月发布的白洋淀生态治理和湿地园林建设的规划是投入256亿进行生态治理和景观打造，随着雄安新区的成立和生态绿色新区定位的提升，预计此投资额将会被大大提升，估计新区将会对白洋淀投入500-1000亿进行生态园林建设而保定市政府和棕榈股份签订的20亿白洋淀生态建设和淀区园林打造的目标也必将提升至50亿-100亿左右的水平，否则作为雄安核心的白洋淀不清、白洋淀不美，新区生态绿化新城将何以建立？雄安新区在商业地产被明确公布不做新区发展重点甚至被限制的情况下，生态环保、园林建设这块雄安新区建设中确定性最强的生态建设大蛋糕，将被国内实力生态规划和治理实力最强的少数几家生态园林上市公司分食。作为国内湿地水系生态规划治理技术实力最强、经验最丰富的上市公司，且和保定市政府关于白洋淀生态治理规划建设总体协议先机尽握的上市公司，棕榈股份占据抢先占据雄安新区核心的天时地利人和。即使棕榈最终不能独享这块巨大的蛋糕，也必将分食到最大的一块。同时对棕榈跨区域发展，提升公司知名度及美誉度，提升公司赢林能力和增长前景，都将提供极大助力！  
