1492752911000[,,,,,,]$广州发展(SH600098)$8.5有那么难吗
1473168149000[,,,,,,]除去新股收益市值为181.3.反思点1.之前埋伏的锂电票选的是明珠。卖出的原因是锂电疲软，触底却又无力上攻。上攻时弹性又不如当升天赐。当时是适从了市场的投机性。现在来看，市场总有理性的时候。又一笔动不如不动的操作。一句话，拿住好股票，静待时间让花开比乱动更好操作点评1.阿胶买点不错，恐慌点加均线买入，弱弱大法好。但是牢记底部会有反复。2.通光线缆一塌糊涂的买点，早盘下杀先于大盘止跌，当是很好的买点，结果没敢入。后来又有追高心态。今天创业板倒V接近3个点，自己的闲钱竟然基本没有收益，不及格。趋势分析1.创业板指倒V，从-1到+2.带量突破近期平台。持续性有待观察。2.上证只是略微放量。没有明显趋势。3.上涨2400下跌250. 46涨停1跌停。赚钱效应十足。4.环保股PPP领涨，LED强势5.锂电放量进攻，看起来可能会有持续性。白酒也有反弹架势。环保板块反转？6.前几天说G20不会大跌。周一也说了短期大阳可能。但重复观点，新股抽血，估值高，没有有持续性的领涨板块。中期看跌。明日观察这波行情的持续性，再做决断7.国企整合改革貌似力度很强，可能是个大利好？至少盘活一个盘块。不懂有待学习操作计划1.持续性ok的话，持股为主。黄河不动。五粮等反弹，Hb不动，这俩听弱大指示。2.其它短线仓位可以止盈，低补一波通光个人认为还是大胜算。3.银禧最近洗盘控盘特别明显，基本面扎实预期好。可以逢低加仓4.盘面疲软的话，清楚盈利短线仓位，适当减长线仓位。今日三大股指呈现探底回升的反转走势，早盘开盘两市弱势杀跌，但随即环保板块拉升，指数企稳回升，而后LED等板块活跃，盘面明显回暖。午后大盘热点逐渐增多，指数震荡走高，创业板指涨幅近2%。盘面上，环保工程、美丽中国、PM2.5、节能照明等板块领涨。截止收盘，两市46只个股封涨停。以下对部分个股进行分析：　　一、板块类　　1、【新股与次新股：上海亚虹、今天国际、兆易创新、安德利、深冷股份、红墙股份、同益股份、花王股份、山东赫达、横河模具、广信材料、宏盛股份、安图生物、正平股份、江阴银行】　　非一字板个股：苏州恒久、世名科技、微光股份。　　2、【环保及关联概念：伟明环保、科融环境、中电环保、蒙草生态、国祯环保、金海环境、广州发展、盈峰环境】　　龙头股：伟明环保，11:24封板。　　中电环保：13:51封板。　　科融环境：14:33封板。　　国祯环保：13:55封板。　　金海环境：13：52封板。　　广州发展：13:36封板。　　盈峰环境：13:52封板。　　蒙草生态：10：29封板，曾开板。　　涨停原因揭秘：券商研究报告认为，环保板块中报业绩靓丽，PPP订单大量签订、项目逐步落地，最终拉动业绩高速增长的投资逻辑得到印证，市场预期修复，环保股出现良好的投资时点。　　点评：环保板块是今日的人气板块，在一定挽救上扭转了摇摇欲坠的大盘，近期多家机构力推PPP及环保板块，后市具有概念叠加效应的个股值得关注。　　3、【LED/节能照明：德豪润达、国星光电、聚飞光电、乾照光电】　　国星光电：11:09封板，龙头股。　　德豪润达：11:15封板。　　聚飞光电：13:35封板。　　乾照光电:13：58封板，曾打开。　　涨停原因揭秘：根据国家发改委公布的《中国淘汰白炽灯路线图(征求意见稿)》，从2016年10月1日起禁止进口和销售15瓦及以上普通照明白炽灯，这是淘汰白炽灯路线图的最后一个阶段，也意味着白炽灯10月1日起将完全退出我国市场。10月之后绝大部分白炽灯产品面临退出，LED产业将迎接一个高达千亿的新市场。　　点评：从媒体消息来看，白炽灯退出LED产业将迎接一个广阔的市场，这正是概念的炒作逻辑所在，后市看好龙头股继续走强。　　二、其他类　　安硕信息：互联网金融概念，13：30封板。　　中海海盛：拟剥离亏损航运业务，一字板。　　宏磊股份：重组继续推进，尾盘封板，二连板。　　超声电子：覆铜板产业链现涨价潮，13：08封板。　　中钢天源：重组拟4.43亿元购买三公司股权，尾盘封板。　　尚荣医疗：全资子公司中标6亿元人民币项目，14：00封板。　　华东重机：拟14.7亿元跨界收购文化传媒公司，一字板、二连板。　　岭南控股：34亿元收购控股股东旅游酒店资产，一字板、二连板。　　三、数据复盘　　今日涨停家数46家(不包括ST股45家)，跌停1家；　　一字板18家；曾涨停个股13家，封板成功率：67.5%；　　涨幅大于5%的个股：147家，跌幅大于5%的个股：2家。(同花顺财经原创中心)明日在国务院国资委的指导下，中航工业、兵器工业、兵器装备、中核建设、国机集团、保利集团、中国国新、中国一重(601106)这8家央企本着友好协商、互利共赢的原则，决定在相关领域实现联合协作。首届全球虚拟现实与增强现实中国峰会上周新增投资者数量为49.86万，相比上周63.41万大幅减少国资委推央企间产业重组合作整合 八家央企首开先河：瑞莱嘉誉二度举牌 持股比例超10%：1.7亿购通光信息100%股权：母公司8月净利环比增逾四倍：高管增持6.6万股 ：母公司8月净利环比增逾三成
1473167613000[,,,,,,] 热点回顾       PPP ：603568 伟明环保 ，300355 蒙草生态 ，600098 广州发展        LED ：002449 国星光电，002005 德豪润达，300303 聚飞光电       次新股 ：002808 苏州恒久，002801 微光股份，300522 世名科技        今天成员实盘:         9月1日开盘价进的是中潜股份，9-2号赚了点手续费出局。         喜欢短线的成员今天盘中进了龙建股份，丽鹏股份，金冠电气         做波段埋伏的成员高伟达，通裕重工，彩虹精化，金冠电气（盘中做了个T）持有中。         交易分析：今天下午，创业板放量突破小箱顶，可见有不少增量资金开始入市，人气回暖。有利于市场继续向上拓展空间。这样一来，让利润奔跑起来的机会将会不停涌现。         个人声明：         1，该笔记只是操盘笔记，方便成员复盘。不做操作依据，据此操作风险自负。         2，仓位控制与节奏，何时重仓，何时空仓回避。根据市场状况决定防守或者进攻。  
1473166571000[,,,,,,]      复盘目的是为了相互交流、学习，共同进步，不到之处请多指正，8月26日后的复盘改版成研究热门板块的复盘          一、周行情汇总 二、资金攻击顺序          早盘：新能源电池 （9:39：科泰电源 ）=>光通讯 （9:47：光迅科技）=>360私有化（9:54：皇氏集团）=>PPP （10:17：蒙草生态 ）=>LED （11:09：国星光电）=>万达私有化（11:22：国中水务 ）          午盘：互联网金融 （1:30：安硕信息）=>美丽中国 （1:36：广州发展）=>锂电池 （2:26：先导智能） 三、涨停分析  1、PPP涨停分析          日内龙头：蒙草生态          炒作理由：         其一：2014-2015年以货币为主、财政为辅的政策组合不同，2016年以后可能逐渐转为以财政为主、货币为辅；         其二：第三批PPP示范项目即将公布；         其三：习大大和奥巴马3日在杭州先后向联合国秘书长潘基文交存中国和美国气侯变化《巴黎协定》批准文书。         其四：上海市政府今日印发《本市推广政府和社会资本合作模式的实施意见》         其五：3-4季度治理雾霾 预期，后续环保 还可以继续挖掘，明天看PPP能否继续支撑大盘，如果能，那么题材股将继续活跃。2、LED涨停分析          日内龙头：国星光电          炒作理由：         其一：2016年10月1日起，我国将可能禁止进口和销售15瓦及以上普通照明 白炽灯，直接利好led照明，也是最近的新题材，逢新必炒。         其二：今天的LED形成了板块效应，是比较好的现象，明天继续观察，如果没有大盘的配合下，估计也是1-2日游，看明天龙头表现，大盘更需要PPP配合。3、互联网金融涨停分析          日内龙头：安硕信息          炒作理由：         其一：两会 后大盘也是因为互联网金融才激活，今天再次复制，只是板块的联动性没有两会那次强，大盘能否继续走强，还得看龙头板块PPP的配合情况。4、重组 与资产剥离涨停分析          日内龙头：中海海盛          炒作理由：         其一：中报 行情结束后，重组、壳自然成了主线         其二：国资委 推央企 间产业重组合作整合，6日下午，在国务院国资委的指导下，中航 工业、兵器工业、兵器装备 、中核建设、国机集团、保利集团、中国国新、中国一重这8家央企决定在相关领域实现联合协作。         其三：3-4季度保业绩需求。5、次新股 涨停分析          日内龙头：微光股份          炒作理由：         其一：炒新是弱势下的一种选择
1473166495000[,,,,,,]300152，600098，002755，600835，600620长的像不像
1473156054000[,,,,,,]独家涨停板分析：周二大盘终于小幅放量上攻，一举踏上老揭早盘说的关键点位，终于可以呵呵呵了。不过两市涨停不多，仅仅35只，其中次新股18只，其余涨停原因见以下分析：德豪润达(002005)、国星光电(002449)、聚飞光电(300303)、乾照光电(300102)：白炽灯将全面退出刺激LED板块集体大涨伟明环保(603568)：城市生活垃圾焚烧发电服务商龙头+次新股科泰电源(300153)：智能环保集成电站龙头蒙草生态(300355)：蒙草建设生态环境龙头广州发展(600098)：广东国资改革+综合能源业务龙头方正电机(002196)：定增切入新能源汽车金海环境(603311)：国内空调过滤网细分领域龙头+次新股国祯环保(300388)：全产业链污水处理龙头企业中电环保(300172)：市政水处理和烟气治理龙头盈峰环境(000967)：转型进军环境监测、固废处理科融环境(300152)：转型烟气治理+节能燃烧行业岭南控股(000524)：获注逾34亿旅游酒店资产华东重机(002685)：拟14.7亿元跨界进军传媒界中海海盛(600896)：重组拟剥离亏损航运业务超声电子(000823)：苹果将于9月7日举行发布会刺激概念股大涨金轮股份(002722)：预计1-9月净利润增长100%至150%安硕信息（300380）：比特币回升+社保将用区块链技术尚荣医疗(002551)：定增逾8亿元投向医疗服务主业微光股份(002801)：冷柜电机龙头+次新股飞亚达A(000026)：鹏华资管举牌+中国航空技术集体资产整合预期西仪股份(002265)：中国南方工业集团资产整合预期光一科技(300356)：拓展智能电网+进军物联网中钢天源(002057)：拟定增注入集团优质资产东方新星(002755)：PPP岩土工程龙头+次新股宏磊股份(002647)：大股东变更引发整合预期安徽水利(600502)：水利建设PPP+安徽国资改革独家跌幅榜分析：中电电机（603988）:短期放量强势股回调苏大维格(300331):放量下跌警惕白云电器(603861):次新股继续回调
1473155693000[,,,,,,]$广州发展(SH600098)$ 一涨停，关注的人也增多了 
1473154728000[,,,,,,]涨停个股复盘德润豪达+国星光电+乾照光电+聚飞光电：绿色照明科融环境+伟民环保+金海环境+国祯环保+中电环保+广州发展+迎风环境：环保中钢天源：锂电池安徽水利+蒙草生态：PPP科泰电源：核电安硕信息：创业板反弹光一科技：公告尚荣医疗：医疗世名科技+微光股份+苏州恒久：次新股方正电机：反抽板超声电子：覆铜板金轮股份：妖股东方新星2+西仪股份2+宏磊股份2：连板股飞亚达A：含B盘面汇总      这是昨天我在复盘里说的，大盘经过了会议之后的踩踏，增量资金重新入场。今天盘面是我复盘里面比较有意义的盘面之一。       昨天的大盘分析里提到要注意风险，是因为盘面出现了人为的护盘迹象，这类迹象不释放，很难出现喜人的行情，开盘实达集团是重点关注的对象，集合竞价出现抢筹的迹象，这类抢筹我之前提到过，很容易出现空挡而引发崩盘的下跌。所以实达集团今天的预期要打折扣。另外一个佐证就是开盘集合竞价以卖居多，主动性买单很少。       刚过9点半，盘面出现大量先锋部队，以海航创新，万顺股份等为主的盘面，直接冲击涨停板，咋一看，咋回事？这个突袭是为了给今天盘面打先锋吗，这类股昨天并没有预演，属于突发行情，暂做观察，随后出现点板，行情预期大打折扣，之后科泰电源拒绝了点板，虽然成交量无法缩量但是好在完成了封板动作。而此时大盘并没有出现预想中的扩散，而是在横盘。      而开盘在多个点板的氛围下，新开板次新出现了不同程度的开板和回落，而随着大盘无法扩散出现了踩踏，这也是我昨天所说，应该在昨天出现的尾盘跳水，被外力控制的盘面。      出现这个预期内的盘面，并没有什么不好，但是在这个过程中，昨天回调股的微光股份走出了与大盘截然不同的走势。     大盘单边下跌加稍微加速踩踏，而微光股份，资金不断承接抛盘，反包，这类新高股有一个特定，是敢于做市场的先锋，大部分军队看见此现象，都会对行情有个良好的预期。而这个过程中，早盘上板的科泰电源也感受到了微光的做多气氛，抛盘在一定程度上减轻。      随后次新股新开板的感受到氛围，开始出现了资金做多，这是苏州很久在大盘见底后遇到大单封板的节点。      此时前面机构主推的PPP概念，蒙草生态开始被资金关照，这个个股能否成为盘面的主流，拉升资金无法预判到，但是有资金做出尝试了，火速上板之后在板上换手，这类股是打造板块高度的个股，光靠满换手是不够的，要想预期在哪里，从拉升过程中来看，跟风相当不错，各种生态环保都出现了追捧，但是要形成当天的主流似乎还缺点先锋，直接拿出一个满换手的人气股来检验市场，往往资金是计提了亏损在做发酵基因，成功固然好，埋伏的其他个股一起获利，失败了由于个股有了人气也能从容撤退，所以这个蒙草的封板更多的是资金对于市场的一种检验。从打板而言封板的半个小时内是不能打的。      上板之后半小时整个板块出现严重的分化，似乎PPP作为主流，市场还是充满了焦虑，继续其他个股出来助攻，直到出现了他：国星光电       从题材上他属于LED政策性利好，这个利好对于个股来讲比较长期，要炒作也有历史预期，但是时间点很重要，刚好在PPP弱化之际启动，取而代之，天时地利人和都存在。盘中跟风也较多，板块容量也够，德润豪达的助攻正式使他成为了主流。之后聚飞光电临近中午收盘被人抢筹。乾照光电午后开盘也被抢筹。行情似乎要朝着这个主流不断的扩散。      奈何开盘之后，聚飞光电和乾照光电并没有出现直线封板的现象，这是预期变弱的表现，经过中午时间的发酵和盘面已有的迹象，并没有让资金和抛盘处于一个涨停板稳定的状态。也就是说局势有所变化，目前所有明面上的不过是更大操盘者的一步棋，       理应PPP弱化之后，无法得到资金关照的伟民环保，在新题材切入的时候中午前封板，午后新题材补位后弱化后，照样死死钉在涨停板上。      而就在纠结于两个题材之间的盘面，突然杀出一个程咬金：      安硕信息作为创业板新秀，得到了极高的人气，跳空5个点大涨的个股大批量创业板，这是目前创业板低迷的一个报复性反弹，超跌反弹创业板接了昨天有赚钱效应的反抽板。      PPP一看不对，什么情况，让创小板抢了我硬打的盘面，我原本是布局盘面的主导者，让你抢了风头怎么行。背后资金一看自己的计划被打乱，强行出手扭转预期，重新资金回流PPP，打造出趋势后，再发动环保股助攻，压死了原本准备起身的创小板。       这时候市场反应过来了，原来绿色照明的led，和环保股，和PPP，污水处理等，都是一个阵营，统称为：      于是PPP和LED不相互咋了，与环保股携手共进，在G20之际打造了一个热点效应，给了场外资金入场的理由。       这时候锂电池来了一句，我这新能源锂电池，也不污染环境，也是惠民工程，还超跌，我应该也能起来，于是就拉了起来。从操作经验而言：有主流就做主流龙虎榜涨停分析安徽水利：竹山路+银城中路         主导过锂电池的主流资金，看上了PPP概念，如果说PPP开始由机构硬顶，现在是游资逐渐参与认同的过程。新增龙虎榜分析：极具价值的一块内容，具有超前性。大盘分析       今天盘面在杀跌过后，要比预期要强很多，从题材上来讲，目前的题材都属于趋势底部股，这类股就像上涨的基石一样，涨的慢，支撑牢，维持增量资金入场的判断。这个阶段追涨的赚钱效应已经显现了。模
1473153767000[,,,,,,] 日线级别突破蓝色上轨线进入超强势通道 将会展开极速行情 蓝色上轨线支撑8.68 周线生命线压力9.23-9.94 量能配合 突破看高一线，反之 减仓回调日线生命线 江恩技术分析仅供学习交流
1473152068000[,,,,,,]【9月6日】 早盘沪深两市高开低走， 一度小幅跳水，运行于20日均线下方，沪指一路逼近30日均线时止跌反弹，直至午盘指数形成V型反转； 午后，沪深两市在环保等板块带动下指数上攻，创业板成为反弹急先锋，经过一系列的动作，股指终于一举收复10日、20日均线，直逼上方年线。截至收盘，沪指报3090.71点，涨18.62点，涨幅为0.61%，成交1930.6亿元；深成指报10861.50点，涨166.05点，涨幅为1.55%，成交3394.2亿元； 沪深两市共成交额为5324.8亿元。创业板指报2222.84点，涨40.14点，涨幅为1.84%。盘中热点：板块方面： 环保、家电、电子元器件、电力及公用事业、通信、计算机、综合、汽车等行业指数涨幅居前，幅度均超过1%；银行、有色金属、房地产、钢铁、交通运输等板块涨幅相对偏小。概念板块方面：PPP、PM2.5、污水处理、垃圾发电、环保、绿色节能照明等概念板块涨幅居前，涨幅均超过3%。个股方面：蒙草生态、广州发展、聚飞光电、尚荣医疗等46只个股涨停，中在昨日变盘窗口沪指走出阳线十字星的走势下，迎来了变盘日后的第一个交易日，沪指终于在环保的领涨带动下，走出了一个比较靠谱的上涨，成交量也略为回升（增量资金入场），沪股通资金更是连续23个交易日净流入，今日的走势颇有一枝红杏出墙来的韵味，综上所述，美中不足的是权重板块整体处于按兵不动的状态，所以导致量能还未进一步的放大，，毕竟沪指若想更进一步少不了他们的发力；我们不妨继续持有， 面对。仓位较轻的投资者，不妨去布局一下目前还盘中如有异动，请关注宇博的观点。
1473150760000[,,,,,,]1.早盘下杀时一片绿油油的，有丝丝恐慌的气息，但是我觉得还好，至少比前几次低开下杀要淡定。原因是我翻看跌幅榜跌最多康盛股份-8%（主要是因为破位跌的凶）；跌幅老二老三的都差好几个价位，而且也不是廊坊发展、苏大维格、金字火腿这种近期领涨龙头。这样一个基本判断就来了，没有老龙头充当领跌龙头，没有人气板块多翻空充当领跌板块，说明大家都是正常调整洗盘。那问题来了谁在领跌？看创业板跌的多，翻开乐视网一看，破位-3%，像乐视这种阴跌走势，还没到加速下跌的时刻，也带不出杀跌的量能，当今天的领跌龙头很勉强。再看看权重板块券商，太平洋正常调整。基于无领跌龙头，无领跌板块这个判断，今天不会惨烈下跌，我又买了点兔宝宝权当友情支持（尾盘做T抛了控制仓位，15.6的预期价位不变）。 2.PPP很猛，板块涨幅3.54%，超预期。昨天一日游后，今天突破新高了。PPP这个板块不同于题材板块的特点是个股太多，涉及方向很多，龙头轮换。8.26日板块整体崛起后每天都有个股在领涨，板块内切换频繁。所以比较好的切入方式是埋伏放量后调整多日的个股。3.新能源汽车今天终于反抽了，锂电几个龙头距离套牢平台都太近了，所以今天没有一个敢上板，不然被砸成猪头。感觉先导智能今天其实可以拉个板，那么锂电板块整体会好很多（可能是主力觉得先导智能和锂电板块联动不高，毕竟锂电主升浪的时候先导停盘了4个月）。电机方面的方正电机算是最坚决的，下午封盘的。4.二次涨停突破的个股表现都挺不错，例如：盈峰环境世龙实业5.一柱擎天遍地开花：国政环保金海环境中电环保广州发展共同特征：午后1-2点封板，此时大盘环境转暖，一根涨停突破大半年的横盘，创下新高。有一个股上板后，其他个股主力看见符合自身模式，也借机上板。6.温州帮的东方新星和中电电机，一个天上一个地狱，这种表演何时能落幕？7.创业板放量突破。不少创小板个股仍在横盘，仔细挖掘，或许接下来几个交易日会有不错的超额收益。个人看好：创投九鼎投资
1473150564000[,,,,,,]上涨家数2473  平盘家数275  下跌家数267涨停：45家  换手板：29家  非一字触板：40家      涨停开板率：32.5%涨幅大于7%：72家          非一字连板：01家       市场持续度：稍转好跌停：01家                 跌幅大于7%：02家     市场风险度：转小沪市成交额1931亿  环比+319亿  深市成交额3394亿 环比+906亿行业新闻：中美同步批准巴黎气候协定603568伟明环保：11:24   垃圾焚烧炉排炉及烟气净化技术300355蒙草生态：13:33   中标市级PPP项目300172中电环保：13:51   污水处理000967盈峰环境：13:52 污水处理 固废处理603311金海环境：13:52   空气过滤300388国祯环保：13:56   污水处理300152科融环境：14:33 污水处理 固废处理其它：002755东方新星：14:51   基建+石化工程 岩土工程服务    2B600502安徽水利：14:59   基建 水利设施行业新闻：10月1日起白炽灯全面退出002449国星光电：11:09   LED+显示屏器件价格上调利好小间距LED002005德豪润达：11:15   LED晶圆芯片300303聚飞光电：13:35   LED封装行业300102乾照光电：14:01   LED外延片及芯片次新股：3002808苏州恒久：09:33   开板新股002801微光股份：13:57   6月次新股300522世名科技：14:50   7月次新股新能源汽车：2行业新闻：新能源汽车补贴新政策将最早于9月份出炉，骗补目录预计随后一到两个月内公布。300153科泰电源：09:39   锂电池 收购英国发动机品牌 反抽板002196方正电机：13:39   新能源汽车电机覆铜板：1行业新闻：台湾南亚、联茂、台光电等覆铜板大厂8月中旬正式涨价5-10%。000823超声电子：13:08   印制线路板 苹果概念复牌公告：3600896中海海盛：09:25   重组拟剥离亏损航运业务转型大健康002685华东重机：09:25   跨界收购文化传媒公司000524岭南控股：09:25   拟收购旅游及酒店资产个股：9002722金轮股份：11:28   业绩预增 有高送转预期 牛散持股300380安硕信息：13:31   互联网金融概念600098广州发展：13:36   电力改革 国企改革002551尚荣医疗：14:00   医疗器械000026飞亚达A：14:12   手表制造 军工概念300356光一科技：14:24   智能电网 中标国网采购002265西仪股份：14:44   收购汽车零部件资产002057中钢天源：14:50   收购控股股东新材料业务新股：15603843正平股份：09:25   路桥工程的施工、养护、勘测设计002807江阴银行：09:25   银行存贷款业务603658安图生物：09:25   体外诊断试剂及其配套仪器603090宏盛股份：09:25   铝制板翅式换热器及相关产品300538同益股份：09:25   中高端化工及电子材料的销售603007花王股份：09:25   市政园林景观及旅游景观002810山东赫达：09:25   水溶性高分子化合物产品300540深冷股份：09:25   天然气液化包装装置002809红墙股份：09:25   混凝土外加剂603031安德利  ：09:25   自营百货零售300532今天国际：09:25   仓储物流业务603986兆易创新：09:25   闪存芯片及其衍生产品603159上海亚红：09:25   精密塑料模具及注塑件产品300539横河模具：09:25   主营模具、塑料制品300537广信材料：09:25   专用油墨的
1473150526000[,,,,,,]9月6日涨停分析（每日复盘）1、PPP概念政府采购信息网5日消息：据了解，第三批示范项目打分已于昨天结束，这意味着评审已初步完成。按财政部说法，经过评审后，第三批示范项目清单将会于9月初正式对外公布，也就是这几天项目清单就会公布。业内预计，新一批示范项目的发布预计将掀起国内项目建设的新高潮。财政部中心官网日前发布的最新数据显示，截至今年7月底，全国项目库已有入库项目10170个，投资总额超过12万亿元，其中，市政工程、交通运输项目占比近五成。科融环境、伟明环保、中电环保、蒙草生态、金海环境、广州发展、国祯环保、安徽水利涨停、东方新星。2、LED根据国家发改委公布的《中国淘汰白炽灯路线图(征求意见稿)》，从2016年10月1日起禁止进口和销售15瓦及以上普通照明白炽灯，这是淘汰白炽灯路线图的最后一个阶段，也意味着白炽灯10月1日起将完全退出我国市场。2016年上半年全国白炽灯泡累积产量达20.12亿只，而10月之后绝大部分白炽灯产品面临退出，LED产业将迎接一个高达千亿的新市场。另外，近日中国大陆LED芯片和封装集体涨价，三安光电、木林森、信达光电、国星光电集中上调LED封装器件价格。德豪润达、国星光电、乾照光电、聚飞光电涨停。3、广州自贸广东省政府日前批复同意《广州市服务贸易创新发展试点实施方案》，方案明确提出，广州市将以穗港澳服务贸易自由化为目标，以体制机制创新和业态创新为突破口，力争在两年试点期内，全市服务贸易年均增长20%以上，穗港澳服务贸易自由化实现新突破。该方案标志广州服务贸易创新发展试点建设进入快车道。广州本地从事服贸业务的企业包括南方航空、岭南控股、省广股份等。广州发展、岭南控股涨停。4、新能源汽车产业链《深圳市2016年新能源汽车推广应用财政支持政策》5日印发，短期继续关注国家层面补贴新政的落地，预计补贴准入门槛将大大提高，利好具备核心技术和规模效应的龙头企业。科泰电源、方正电机涨停。5、新股与次新股上海亚虹、苏州恒久、今天国际、兆易创新、安德利、深冷股份、红墙股份、同益股份、花王股份、山东赫达、横河模具、广信材料、宏盛股份、安图生物、正平股份、江阴银行、世名科技、微光股份涨停。6、其他类岭南控股：34亿元收购控股股东旅游酒店资产。中钢天源：重组拟4.43亿元购买三公司股权。安硕信息：互联网金融、国产软件、征信。光一科技：知识产权服务、智能电网、物联网。尚荣医疗：全资子公司中标迁建融资建设项目，中标金额为6亿元。超声电子:覆铜板产业链涨价潮。金轮股份：高端装备、不锈钢装饰材料研发。西仪股份：央企改革、汽车发动机连杆。宏磊股份：重组继续推进该，新材料、举牌、移动支付。飞亚达：央企改革、举牌、智能穿戴。华东重机：拟14.7亿元跨界收购文化传媒公司。中海海盛：拟剥离亏损航运业务。
1473150046000[,,,,,,]  燃气的应用与城市地位不符，增长空间大        广州作为经济发展水平领先城市，天然气渗透率过低，利用规模还处在初步开发阶段，与一线城市身份不符，与上海、重庆等城市存在较大差距，2015  年广州天然气供气量为16.8  亿方，远低于上海（69.3亿方）与重庆（80  亿方）。我们认为，无论是在民用还是在工业领域，广州天然气需求市场都有很大的增长空间，在十三五期间将会实现年复合15%的高速增长。        安全边际高，天然气发电助推工业用气应用放量        随着我国清洁能源使用率的提升，到2020  年天然气在一次能源消费的比重将提高至10%以上。我们认为，广州使用天然气历史不长，其应用比例仍处于底部，而电厂的燃煤改燃气是电力发展的必然趋势。因此，在电力供应过剩的大背景下，电力结构的调整势在必行，转型后发电企业的天然气需求会成为公司的又一成长点。        电力板块业绩稳定，分布式能源站有序开展        我们认为，公司目前是燃气与电力双主业，2015  年业绩贡献比例约为2:3，今年燃气业绩比重有望高于电力，随着未来广州燃气应用市场的增长，燃气将发挥更重要的作用。        投资建议        我们首次覆盖给予【买入】的投资评级，基于2016  年289  亿市值，目标价为10.61  元。        风险提示        1）宏观经济持续下滑，用电需求不振，造成电力板块业绩持续下滑；2）广州市城市燃气管网改造滞后；        3）煤改气进度滞后，天然气需求增长低于预期；：
1473149949000[,,,,,,]$广州发展(SH600098)$ 什么情况？
1473149937000[,,,,,,]回复: 不，更看好金海环境和广州发展。//:回复:准备入手这只票吗？
1473149587000[,,,,,,]一 次新股 金轮股份002722: 11:28 次新股活跃股 有谁还记得金轮法王嘛？  微光股份002801: 14:11 上市新高 181 666666! 世名科技300522: 14:50 跟风环保？ 东方新星002755: 14:51 日前二连板 缩量调整三天 与603988一天起来的 可惜后者今天跌停二 公告 中海海盛600896: 09:15 拟剥离亏损航运业务 华东重机002685: 09:15 拟14.7亿跨界文化产业 岭南控股000524: 09:15 收购逾34亿旅游及酒店资产 三 环保 伟明环保603568: 11:24 上周一与蒙草抗旱一起启动  蒙草生态300355: 13:33 环保概念活跃股之一 上周环保股中率先启动 今日也是 广州发展600098: 13:34   中电环保300172: 13:51 环保概念活跃股之一 盈峰环境000967: 13:52 环保后起之秀 周一与蒙草抗旱一起启动  金海环境603311: 13:52 次新股中的节能环保股之一 国祯环保300388: 13:55 次新股中的节能环保股之一 科融环境300152: 14:33 环保概念活跃股之一 上周一与蒙草抗旱一起启动  安徽水利600502: 15:00 水利PPP 四 绿色照明LED（10月1日起白炽灯全面退出） 国星电光002449: 11:09     德豪润达002005: 11:15  聚飞光电300303: 13:35 乾照光电300102: 14:48 日前和君系接盘跃居第二大股东 五 其他   科泰电源300153: 09:39 核能+锂电池活跃股之一  超声电子000823: 13:08 苹果7？ 安硕信息300380: 13:30 今日领涨创业板指数标杆股 方正电机002196: 13:39 新能源电机  尚荣医疗002551: 14:00 沉寂了半年  飞亚达A 000026: 14:18 智能手表概念+补涨 光一科技300356: 14:22 9月7日至8日，2016中国(上海)首届区块链新金融高峰论坛将举行  中钢天源002057: 14:50 稀土永磁活跃股之一 昨日复盘 拟购控股股东新材料业务 宏磊股份002647: 15:00 日前重组活跃股  昨日买的是002748，昨晚龙虎榜显示温州帮进场，今日开盘加仓
